variety;year;price
Grillo                    ;1875;9.0
Grillo                    ;2000;18.0
Grillo                    ;2001;25.0
Grillo                    ;2002;25.0
Grillo                    ;2006;30.0
Grillo                    ;2007;16.0
Grillo                    ;2008;16.5
Grillo                    ;2009;13.6666666667
Grillo                    ;2010;17.5833333333
Grillo                    ;2011;19.1875
Grillo                    ;2012;26.75
Grillo                    ;2013;17.3636363636
Grillo                    ;2014;17.5
Grillo                    ;2015;18.1818181818
Grillo                    ;2016;15.25
Grolleau                  ;2009;10.0
Grolleau                  ;2014;54.0
Groppello                 ;2008;23.0
Gros and Petit Manseng    ;2005;30.0
Gros and Petit Manseng    ;2009;26.0
Gros and Petit Manseng    ;2010;18.0
Gros and Petit Manseng    ;2011;22.6
Gros and Petit Manseng    ;2012;24.75
Gros and Petit Manseng    ;2013;27.0
Gros and Petit Manseng    ;2014;18.1666666667
Gros and Petit Manseng    ;2015;19.5
Gros and Petit Manseng    ;2016;18.0
Gros Manseng              ;2006;18.0
Gros Manseng              ;2007;25.0
Gros Manseng              ;2008;25.0
Gros Manseng              ;2009;26.0
Gros Manseng              ;2010;21.0
Gros Manseng              ;2011;13.0
Gros Manseng              ;2012;15.0
Gros Manseng              ;2014;15.5
Gros Manseng              ;2015;18.4285714286
Gros Manseng              ;2016;16.0
Gros Plant                ;2016;16.0
Grüner Veltliner         ;-1;17.6666666667
Grüner Veltliner         ;1852;16.3333333333
Grüner Veltliner         ;2003;20.0
Grüner Veltliner         ;2004;65.0
Grüner Veltliner         ;2005;35.0
Grüner Veltliner         ;2006;37.1944444444
Grüner Veltliner         ;2007;26.4464285714
Grüner Veltliner         ;2008;29.0
Grüner Veltliner         ;2009;24.1875
Grüner Veltliner         ;2010;31.9259259259
Grüner Veltliner         ;2011;25.2
Grüner Veltliner         ;2012;27.308411215
Grüner Veltliner         ;2013;34.7096774194
Grüner Veltliner         ;2014;27.9468085106
Grüner Veltliner         ;2015;26.3103448276
Grüner Veltliner         ;2016;19.0542635659
Hondarrabi Zuri           ;2007;12.0
Hondarrabi Zuri           ;2011;21.0
Hondarrabi Zuri           ;2013;24.5
Hondarrabi Zuri           ;2014;22.8
Hondarrabi Zuri           ;2015;20.3333333333
Hondarrabi Zuri           ;2016;20.5
Hárslevelü              ;2013;26.0
Hárslevelü              ;2015;30.0
Incrocio Manzoni          ;2011;25.0
Incrocio Manzoni          ;2012;24.0
Incrocio Manzoni          ;2013;30.0
Insolia                   ;2007;16.0
Insolia                   ;2008;17.0
Insolia                   ;2009;
Insolia                   ;2010;17.2
Insolia                   ;2011;15.4
Insolia                   ;2012;17.0
Insolia                   ;2013;18.5
Inzolia                   ;2007;19.5
Inzolia                   ;2008;15.0
Inzolia                   ;2009;14.0
Inzolia                   ;2010;15.75
Inzolia                   ;2011;12.2
Inzolia                   ;2012;8.0
Inzolia                   ;2013;14.0
Inzolia                   ;2015;16.2
Inzolia                   ;2016;13.0
Irsai Oliver              ;2011;13.0
Jacquez                   ;2009;40.0
Jacquez                   ;2010;23.0
Jacquez                   ;2011;40.0
Jacquère                 ;2012;17.0
Jacquère                 ;2013;16.0
Jacquère                 ;2014;18.5
Jacquère                 ;2015;16.7
Jacquère                 ;2016;16.75
Jaen                      ;2007;32.0
Jaen                      ;2009;32.0
Jaen                      ;2010;32.0
Jaen                      ;2012;35.0
Jaen                      ;2013;27.5
Jampal                    ;2014;25.0
Johannisberg Riesling     ;2001;8.0
Johannisberg Riesling     ;2002;10.3333333333
Johannisberg Riesling     ;2011;
Kadarka                   ;2013;28.0
Kadarka                   ;2015;20.0
Kalecik Karasi            ;2009;40.0
Kalecik Karasi            ;2011;27.6666666667
Kalecik Karasi            ;2012;21.0
Kalecik Karasi            ;2013;21.0
Kalecik Karasi            ;2014;28.3333333333
Kalecik Karasi            ;2015;19.0
Kangoun                   ;2015;14.0
Karalahna                 ;2012;15.0
Karasakiz                 ;2012;15.0
Kekfrankos                ;2003;28.0
Kekfrankos                ;2005;20.0
Kekfrankos                ;2009;17.0
Kekfrankos                ;2011;42.75
Kekfrankos                ;2012;17.0
Kekfrankos                ;2013;21.0
Kerner                    ;2009;44.0
Kerner                    ;2010;26.0
Kerner                    ;2011;20.0
Kerner                    ;2012;22.8571428571
Kerner                    ;2013;22.5
Kerner                    ;2014;21.1111111111
Kerner                    ;2015;23.3333333333
Kinali Yapincak           ;2012;15.0
Kisi                      ;2014;19.2
Kisi                      ;2015;25.0
Kotsifali                 ;2014;13.0
Kuntra                    ;2012;15.0
Lagrein                   ;2000;20.0
Lagrein                   ;2005;29.0
Lagrein                   ;2006;40.0
Lagrein                   ;2007;28.5
Lagrein                   ;2008;35.5
Lagrein                   ;2009;25.2
Lagrein                   ;2010;43.25
Lagrein                   ;2011;41.0
Lagrein                   ;2012;32.4615384615
Lagrein                   ;2013;27.8695652174
Lagrein                   ;2014;43.3333333333
Lagrein                   ;2015;22.0
Lambrusco                 ;-1;13.8421052632
Lambrusco                 ;2006;17.0
Lambrusco                 ;2007;20.0
Lambrusco                 ;2008;18.0
Lambrusco                 ;2011;18.8
Lambrusco                 ;2012;16.1666666667
Lambrusco                 ;2013;14.0
Lambrusco                 ;2014;19.0
Lambrusco di Sorbara      ;-1;14.0
Lambrusco di Sorbara      ;2010;27.5
Lambrusco di Sorbara      ;2012;25.3333333333
Lambrusco di Sorbara      ;2013;20.8
Lambrusco di Sorbara      ;2015;
Lambrusco di Sorbara      ;2016;17.2
Lambrusco Grasparossa     ;-1;16.7142857143
Lambrusco Grasparossa     ;2012;25.0
Lambrusco Grasparossa     ;2013;17.8333333333
Lambrusco Grasparossa     ;2016;18.0
Lambrusco Salamino        ;-1;14.0
Lambrusco Salamino        ;2016;23.0
Lemberger                 ;-1;15.0
Lemberger                 ;2000;7.0
Lemberger                 ;2005;13.5
Lemberger                 ;2007;25.0
Lemberger                 ;2009;51.0
Lemberger                 ;2010;18.8571428571
Lemberger                 ;2011;19.0
Lemberger                 ;2012;21.0
Lemberger                 ;2013;22.0
Lemberger                 ;2014;20.0
Lemberger                 ;2015;19.0
Listán Negro             ;2014;20.0
Listán Negro             ;2015;45.0
Loin de l'Oeil            ;2007;30.0
Loin de l'Oeil            ;2008;
Loin de l'Oeil            ;2009;35.0
Loin de l'Oeil            ;2010;
Loin de l'Oeil            ;2011;
Loin de l'Oeil            ;2013;30.0
Loin de l'Oeil            ;2014;26.5
Loin de l'Oeil            ;2016;16.0
Loureiro                  ;2001;7.0
Loureiro                  ;2006;16.0
Loureiro                  ;2008;23.0
Loureiro                  ;2009;20.0
Loureiro                  ;2011;12.0
Loureiro                  ;2012;15.0
Loureiro                  ;2013;12.8
Loureiro                  ;2014;9.3333333333
Loureiro                  ;2015;11.6
Loureiro                  ;2016;11.0
Loureiro-Arinto           ;2016;10.0
Macabeo                   ;-1;13.0
Macabeo                   ;2007;53.0
Macabeo                   ;2008;37.0
Macabeo                   ;2009;11.0
Macabeo                   ;2010;9.0
Macabeo                   ;2011;14.6666666667
Macabeo                   ;2013;20.5
Macabeo                   ;2014;10.6
Macabeo                   ;2015;17.0
Macabeo                   ;2016;9.0
Macabeo-Chardonnay        ;-1;14.0
Macabeo-Chardonnay        ;1898;12.0
Macabeo-Chardonnay        ;2009;12.0
Macabeo-Chardonnay        ;2015;9.0
Macabeo-Moscatel          ;2009;8.0
Madeira Blend             ;-1;45.5
Madeleine Angevine        ;2012;17.0
Madeleine Angevine        ;2014;18.0
Magliocco                 ;2005;35.0
Magliocco                 ;2011;25.0
Magliocco                 ;2015;
Malagousia                ;2009;23.0
Malagousia                ;2012;16.0
Malagousia                ;2013;23.0
Malagousia                ;2014;24.0
Malagousia                ;2015;19.25
Malagousia                ;2016;18.0
Malagouzia                ;2008;22.0
Malagouzia                ;2010;20.0
Malagouzia                ;2013;19.0
Malagouzia-Chardonnay     ;2016;8.0
Malbec                    ;-1;20.0
Malbec                    ;1997;60.0
Malbec                    ;1999;15.0
Malbec                    ;2000;15.0
Malbec                    ;2001;14.6666666667
Malbec                    ;2002;35.0
Malbec                    ;2003;19.5
Malbec                    ;2004;44.6842105263
Malbec                    ;2005;23.1929824561
Malbec                    ;2006;28.224137931
Malbec                    ;2007;29.5471698113
Malbec                    ;2008;32.838150289
Malbec                    ;2009;30.8312757202
Malbec                    ;2010;30.19
Malbec                    ;2011;28.734375
Malbec                    ;2012;34.3721518987
Malbec                    ;2013;33.8192771084
Malbec                    ;2014;26.5857605178
Malbec                    ;2015;17.9821428571
Malbec                    ;2016;15.0
Malbec Blend              ;2012;
Malbec Blend              ;2013;95.0
Malbec Blend              ;2014;38.0
Malbec-Bonarda            ;-1;8.0
Malbec-Bonarda            ;2009;5.0
Malbec-Bonarda            ;2011;33.0
Malbec-Bonarda            ;2014;20.0
Malbec-Bonarda            ;2015;23.0
Malbec-Cabernet           ;2011;165.0
Malbec-Cabernet           ;2013;87.5
Malbec-Cabernet Franc     ;2008;50.0
Malbec-Cabernet Franc     ;2009;46.0
Malbec-Cabernet Franc     ;2011;20.0
Malbec-Cabernet Franc     ;2012;56.6666666667
Malbec-Cabernet Franc     ;2013;33.0
Malbec-Cabernet Franc     ;2014;13.0
Malbec-Cabernet Sauvignon ;2005;38.25
Malbec-Cabernet Sauvignon ;2006;68.0
Malbec-Cabernet Sauvignon ;2007;18.5
Malbec-Cabernet Sauvignon ;2008;32.5
Malbec-Cabernet Sauvignon ;2009;42.5714285714
Malbec-Cabernet Sauvignon ;2010;56.3333333333
Malbec-Cabernet Sauvignon ;2011;40.8333333333
Malbec-Cabernet Sauvignon ;2012;38.6
Malbec-Cabernet Sauvignon ;2013;45.8333333333
Malbec-Cabernet Sauvignon ;2014;37.5
Malbec-Cabernet Sauvignon ;2015;15.0
Malbec-Carménère        ;2013;43.0
Malbec-Merlot             ;2004;35.0
Malbec-Merlot             ;2005;22.0
Malbec-Merlot             ;2006;
Malbec-Merlot             ;2007;14.0
Malbec-Merlot             ;2008;18.0
Malbec-Merlot             ;2009;21.25
Malbec-Merlot             ;2010;20.4285714286
Malbec-Merlot             ;2011;15.6153846154
Malbec-Merlot             ;2012;20.25
Malbec-Merlot             ;2013;20.9
Malbec-Merlot             ;2014;21.3684210526
Malbec-Merlot             ;2015;18.2
Malbec-Merlot             ;2016;16.0
Malbec-Petit Verdot       ;-1;30.0
Malbec-Petit Verdot       ;2013;49.0
Malbec-Syrah              ;2007;31.6
Malbec-Syrah              ;2009;11.25
Malbec-Syrah              ;2010;10.25
Malbec-Syrah              ;2011;18.0
Malbec-Syrah              ;2012;
Malbec-Syrah              ;2013;11.5
Malbec-Syrah              ;2014;19.6666666667
Malbec-Tannat             ;2007;80.0
Malbec-Tannat             ;2009;24.0
Malbec-Tannat             ;2010;15.0
Malbec-Tannat             ;2011;27.0
Malbec-Tannat             ;2012;24.0
Malbec-Tannat             ;2013;55.0
Malbec-Tannat             ;2014;34.5714285714
Malbec-Tannat             ;2015;25.0
Malbec-Tempranillo        ;2005;8.0
Malbec-Tempranillo        ;2009;14.0
Malvar                    ;2009;12.0
Malvar                    ;2015;35.0
Malvasia                  ;-1;34.0
Malvasia                  ;2003;50.0
Malvasia                  ;2005;35.0
Malvasia                  ;2006;31.0
Malvasia                  ;2007;10.6666666667
Malvasia                  ;2008;
Malvasia                  ;2009;25.2
Malvasia                  ;2010;23.0
Malvasia                  ;2011;20.4285714286
Malvasia                  ;2012;24.8
Malvasia                  ;2013;25.6666666667
Malvasia                  ;2014;27.1666666667
Malvasia                  ;2015;24.6666666667
Malvasia Bianca           ;1999;28.0
Malvasia Bianca           ;2001;30.0
Malvasia Bianca           ;2006;20.0
Malvasia Bianca           ;2009;19.0
Malvasia Bianca           ;2010;17.5
Malvasia Bianca           ;2011;25.0
Malvasia Bianca           ;2012;20.0
Malvasia Bianca           ;2013;26.0
Malvasia Bianca           ;2015;28.0
Malvasia Bianca           ;2016;25.0
Malvasia di Candia        ;2012;22.5
Malvasia Fina             ;2005;20.0
Malvasia Fina             ;2009;27.0
Malvasia Istriana         ;1998;15.0
Malvasia Istriana         ;2004;
Malvasia Istriana         ;2006;22.0
Malvasia Istriana         ;2008;20.0
Malvasia Istriana         ;2010;23.0
Malvasia Istriana         ;2012;17.0
Malvasia Nera             ;2010;15.0
Malvasia Nera             ;2013;35.0
Malvasia Nera             ;2014;78.0
Malvasia-Viura            ;2011;31.0
Malvasia-Viura            ;2013;12.0
Malvasia-Viura            ;2014;10.0
Mandilaria                ;-1;25.0
Mandilaria                ;2013;25.0
Mansois                   ;2010;19.0
Mansois                   ;2012;
Mansois                   ;2014;16.0
Mansois                   ;2015;16.0
Mantonico                 ;2006;30.0
Mantonico                 ;2008;30.0
Mantonico                 ;2009;27.0
Mantonico                 ;2013;25.0
Mantonico                 ;2015;
Manzoni                   ;2006;37.0
Manzoni                   ;2008;17.0
Manzoni                   ;2009;15.0
Manzoni                   ;2011;29.0
Marawi                    ;2014;35.0
Marawi                    ;2015;35.0
Maria Gomes               ;2013;11.0
Maria Gomes-Bical         ;2016;25.0
Marquette                 ;2012;19.0
Marquette                 ;2013;17.0
Marsanne                  ;1998;12.0
Marsanne                  ;2000;15.0
Marsanne                  ;2006;41.25
Marsanne                  ;2007;39.75
Marsanne                  ;2008;35.5
Marsanne                  ;2009;37.7142857143
Marsanne                  ;2010;26.6
Marsanne                  ;2011;41.6666666667
Marsanne                  ;2012;36.5
Marsanne                  ;2013;27.4285714286
Marsanne                  ;2014;42.0
Marsanne                  ;2015;30.0
Marsanne                  ;2016;20.0
Marsanne-Roussanne        ;2007;34.0
Marsanne-Roussanne        ;2008;20.0
Marsanne-Roussanne        ;2009;28.5
Marsanne-Roussanne        ;2011;40.3333333333
Marsanne-Roussanne        ;2012;33.0
Marsanne-Roussanne        ;2013;28.25
Marsanne-Roussanne        ;2014;39.6666666667
Marsanne-Roussanne        ;2015;25.0
Marsanne-Viognier         ;2010;20.0
Marsanne-Viognier         ;2014;35.0
Marselan                  ;2013;56.0
Marselan                  ;2014;34.0
Marselan                  ;2016;12.0
Marzemino                 ;2005;13.0
Marzemino                 ;2008;14.0
Marzemino                 ;2012;130.0
Mataro                    ;2000;15.0
Mataro                    ;2004;25.0
Mataro                    ;2005;28.0
Mataro                    ;2007;135.0
Mataro                    ;2012;75.0
Mataro                    ;2013;47.6666666667
Mataro                    ;2015;28.0
Mataro                    ;2016;32.0
Maturana                  ;2005;45.0
Maturana                  ;2008;42.5
Maturana                  ;2009;90.0
Maturana                  ;2010;62.5
Mauzac                    ;-1;19.0
Mauzac                    ;2013;19.0
Mauzac                    ;2015;16.6666666667
Mavrodaphne               ;-1;12.5
Mavrodaphne               ;2004;30.0
Mavrokalavryta            ;2008;15.0
Mavrotragano              ;2008;50.0
Mavroudi                  ;2003;12.0
Mavrud                    ;2006;9.0
Mavrud                    ;2007;16.0
Mavrud                    ;2012;15.5
Mavrud                    ;2013;14.5
Mavrud                    ;2015;14.0
Mazuelo                   ;2007;95.0
Mazuelo                   ;2008;56.5
Mazuelo                   ;2010;105.0
Melnik                    ;2013;22.3333333333
Melon                     ;1995;32.0
Melon                     ;1997;30.0
Melon                     ;1999;30.0
Melon                     ;2001;35.0
Melon                     ;2002;21.0
Melon                     ;2003;20.0
Melon                     ;2005;40.6666666667
Melon                     ;2006;20.0
Melon                     ;2007;16.25
Melon                     ;2008;14.0
Melon                     ;2009;23.3636363636
Melon                     ;2010;22.0
Melon                     ;2011;16.0
Melon                     ;2012;17.5
Melon                     ;2013;16.4565217391
Melon                     ;2014;15.52
Melon                     ;2015;14.1538461538
Melon                     ;2016;14.5853658537
Mencía                   ;-1;10.0
Mencía                   ;2003;34.0
Mencía                   ;2004;20.0
Mencía                   ;2006;39.0
Mencía                   ;2007;25.9411764706
Mencía                   ;2008;40.4285714286
Mencía                   ;2009;34.375
Mencía                   ;2010;32.0869565217
Mencía                   ;2011;34.1666666667
Mencía                   ;2012;22.3225806452
Mencía                   ;2013;21.7307692308
Mencía                   ;2014;25.6
Mencía                   ;2015;24.375
Meritage                  ;-1;45.0
Meritage                  ;1997;55.0
Meritage                  ;1998;50.0
Meritage                  ;1999;34.0
Meritage                  ;2000;22.0
Meritage                  ;2001;18.0
Meritage                  ;2004;40.0
Meritage                  ;2005;39.2631578947
Meritage                  ;2006;36.0714285714
Meritage                  ;2007;39.64
Meritage                  ;2008;37.2222222222
Meritage                  ;2009;30.9545454545
Meritage                  ;2010;34.4117647059
Meritage                  ;2011;32.96
Meritage                  ;2012;38.2444444444
Meritage                  ;2013;32.1219512195
Meritage                  ;2014;37.4545454545
Meritage                  ;2015;26.5
Merlot                    ;-1;13.2941176471
Merlot                    ;1852;27.0
Merlot                    ;1996;16.0
Merlot                    ;1997;24.5294117647
Merlot                    ;1998;21.512195122
Merlot                    ;1999;22.8833333333
Merlot                    ;2000;21.6875
Merlot                    ;2001;12.9523809524
Merlot                    ;2002;26.3076923077
Merlot                    ;2003;51.5384615385
Merlot                    ;2004;36.1630434783
Merlot                    ;2005;36.8869047619
Merlot                    ;2006;29.184079602
Merlot                    ;2007;28.6192307692
Merlot                    ;2008;26.5825242718
Merlot                    ;2009;27.388
Merlot                    ;2010;29.9801136364
Merlot                    ;2011;30.9233576642
Merlot                    ;2012;33.5382436261
Merlot                    ;2013;32.3608562691
Merlot                    ;2014;27.8582677165
Merlot                    ;2015;16.9759036145
Merlot                    ;2016;11.0
Merlot-Argaman            ;2010;12.0
Merlot-Cabernet           ;2006;8.0
Merlot-Cabernet           ;2007;15.0
Merlot-Cabernet           ;2009;27.6666666667
Merlot-Cabernet           ;2010;13.0
Merlot-Cabernet           ;2011;41.5
Merlot-Cabernet           ;2014;20.0
Merlot-Cabernet Franc     ;2007;60.0
Merlot-Cabernet Franc     ;2009;40.75
Merlot-Cabernet Franc     ;2010;40.8
Merlot-Cabernet Franc     ;2011;45.0
Merlot-Cabernet Franc     ;2012;46.5
Merlot-Cabernet Franc     ;2013;40.0
Merlot-Cabernet Franc     ;2014;28.8
Merlot-Cabernet Franc     ;2016;23.0
Merlot-Cabernet Sauvignon ;1998;14.0
Merlot-Cabernet Sauvignon ;2001;10.0
Merlot-Cabernet Sauvignon ;2004;16.0
Merlot-Cabernet Sauvignon ;2005;17.0
Merlot-Cabernet Sauvignon ;2006;8.0
Merlot-Cabernet Sauvignon ;2007;17.0
Merlot-Cabernet Sauvignon ;2008;62.0
Merlot-Cabernet Sauvignon ;2010;53.6
Merlot-Cabernet Sauvignon ;2011;50.6666666667
Merlot-Cabernet Sauvignon ;2012;32.3333333333
Merlot-Cabernet Sauvignon ;2013;40.3333333333
Merlot-Cabernet Sauvignon ;2014;10.5
Merlot-Cabernet Sauvignon ;2015;14.0
Merlot-Cabernet Sauvignon ;2016;11.0
Merlot-Grenache           ;2009;10.0
Merlot-Malbec             ;2009;52.5
Merlot-Malbec             ;2010;12.0
Merlot-Malbec             ;2011;20.0
Merlot-Malbec             ;2012;20.0
Merlot-Malbec             ;2015;15.0
Merlot-Petite Verdot      ;2009;20.0
Merlot-Shiraz             ;2009;18.0
Merlot-Syrah              ;2012;24.0
Merlot-Syrah              ;2013;18.0
Merlot-Tannat             ;2009;25.0
Merlot-Tannat             ;2011;20.0
Merlot-Tannat             ;2015;10.0
Merseguera-Sauvignon Blanc;2015;9.0
Meseguera                 ;2013;35.0
Misket                    ;2014;19.0
Mission                   ;-1;145.0
Mission                   ;2013;14.0
Mission                   ;2014;16.0
Mission                   ;2015;18.0
Mission                   ;2016;18.0
Molinara                  ;-1;25.0
Monastrell                ;-1;15.5
Monastrell                ;1995;12.0
Monastrell                ;1999;88.0
Monastrell                ;2000;9.0
Monastrell                ;2003;65.0
Monastrell                ;2004;39.5
Monastrell                ;2006;21.0
Monastrell                ;2007;16.5
Monastrell                ;2008;15.5454545455
Monastrell                ;2009;14.0
Monastrell                ;2010;20.8888888889
Monastrell                ;2011;22.0588235294
Monastrell                ;2012;24.25
Monastrell                ;2013;15.75
Monastrell                ;2014;16.1666666667
Monastrell                ;2015;23.8571428571
Monastrell-Petit Verdot   ;2012;23.0
Monastrell-Petit Verdot   ;2016;16.0
Monastrell-Syrah          ;2009;13.0
Monastrell-Syrah          ;2010;26.3333333333
Monastrell-Syrah          ;2011;16.3333333333
Monastrell-Syrah          ;2012;13.0
Monastrell-Syrah          ;2013;25.4
Monastrell-Syrah          ;2014;17.3333333333
Monastrell-Syrah          ;2015;11.0
Mondeuse                  ;2007;48.0
Mondeuse                  ;2010;48.0
Mondeuse                  ;2011;25.0
Mondeuse                  ;2013;
Mondeuse                  ;2014;23.5
Mondeuse                  ;2015;20.0
Mondeuse                  ;2016;20.3333333333
Monica                    ;2010;14.0
Monica                    ;2011;16.0
Monica                    ;2014;20.0
Montepulciano             ;-1;20.0
Montepulciano             ;2000;73.0
Montepulciano             ;2001;84.5
Montepulciano             ;2003;46.2
Montepulciano             ;2004;34.875
Montepulciano             ;2005;27.5833333333
Montepulciano             ;2006;24.9333333333
Montepulciano             ;2007;27.1538461538
Montepulciano             ;2008;26.3684210526
Montepulciano             ;2009;26.0
Montepulciano             ;2010;25.1578947368
Montepulciano             ;2011;17.3181818182
Montepulciano             ;2012;25.6428571429
Montepulciano             ;2013;23.2727272727
Montepulciano             ;2014;23.75
Montepulciano             ;2015;14.3125
Morava                    ;2011;26.0
Morillon                  ;2011;63.0
Morillon                  ;2013;25.5
Morillon                  ;2014;23.5
Morillon                  ;2015;23.5
Morio Muskat              ;1999;18.0
Morio Muskat              ;2010;16.0
Moscadello                ;2003;30.0
Moscadello                ;2004;35.0
Moscadello                ;2006;
Moscadello                ;2007;
Moscadello                ;2008;55.0
Moscatel                  ;-1;28.1428571429
Moscatel                  ;1980;137.0
Moscatel                  ;1999;137.0
Moscatel                  ;2001;21.0
Moscatel                  ;2005;65.0
Moscatel                  ;2006;18.5
Moscatel                  ;2007;41.5
Moscatel                  ;2008;35.0
Moscatel                  ;2009;26.6666666667
Moscatel                  ;2010;39.125
Moscatel                  ;2011;28.2
Moscatel                  ;2012;27.75
Moscatel                  ;2013;35.0
Moscatel                  ;2014;16.6666666667
Moscatel                  ;2015;22.7142857143
Moscatel                  ;2016;18.6666666667
Moscatel de Alejandría   ;2013;27.0
Moscatel de Alejandría   ;2014;15.0
Moscatel de Alejandría   ;2015;14.0
Moscatel Graúdo          ;2012;13.0
Moscatel Graúdo          ;2013;13.0
Moscatel Roxo             ;2002;25.0
Moscatel Roxo             ;2006;25.0
Moscatel Roxo             ;2009;
Moscatel Roxo             ;2011;
Moscatel Roxo             ;2013;19.0
Moscatel Roxo             ;2015;19.0
Moscato                   ;-1;11.7678571429
Moscato                   ;1870;13.0
Moscato                   ;1999;11.0
Moscato                   ;2001;15.0
Moscato                   ;2003;
Moscato                   ;2004;27.0
Moscato                   ;2005;56.1666666667
Moscato                   ;2006;33.8
Moscato                   ;2007;22.7777777778
Moscato                   ;2008;21.6666666667
Moscato                   ;2009;22.0666666667
Moscato                   ;2010;17.9333333333
Moscato                   ;2011;15.7462686567
Moscato                   ;2012;13.3125
Moscato                   ;2013;15.88
Moscato                   ;2014;15.375
Moscato                   ;2015;16.1904761905
Moscato                   ;2016;11.0
Moscato                   ;2017;15.0
Moscato di Noto           ;2007;40.0
Moscato Giallo            ;2008;
Moscato Giallo            ;2009;27.0
Moscato Giallo            ;2010;20.5
Moscato Giallo            ;2011;21.0
Moscato Giallo            ;2012;17.5
Moscato Giallo            ;2014;25.0
Moscato Rosa              ;2012;30.0
Moscato Rosa              ;2015;37.0
Moschofilero              ;-1;15.0
Moschofilero              ;2006;15.0
Moschofilero              ;2007;14.5
Moschofilero              ;2008;13.0
Moschofilero              ;2010;14.6666666667
Moschofilero              ;2011;15.0
Moschofilero              ;2012;14.3333333333
Moschofilero              ;2013;16.6666666667
Moschofilero              ;2014;18.0
Moschofilero              ;2015;15.1
Moschofilero              ;2016;17.0
Moschofilero-Chardonnay   ;2015;13.0
Mourvèdre                ;1998;16.0
Mourvèdre                ;1999;18.25
Mourvèdre                ;2003;80.0
Mourvèdre                ;2004;
Mourvèdre                ;2005;33.0
Mourvèdre                ;2006;31.0
Mourvèdre                ;2007;34.8571428571
Mourvèdre                ;2008;34.25
Mourvèdre                ;2009;32.7826086957
Mourvèdre                ;2010;32.2
Mourvèdre                ;2011;32.3
Mourvèdre                ;2012;33.9166666667
Mourvèdre                ;2013;38.2
Mourvèdre                ;2014;39.6571428571
Mourvèdre                ;2015;37.6
Mourvèdre                ;2016;24.5
Mourvèdre-Syrah          ;2011;38.0
Mourvèdre-Syrah          ;2013;46.5
Mtsvane                   ;2010;25.0
Mtsvane                   ;2013;30.0
Mtsvane                   ;2014;13.0
Mtsvane                   ;2015;15.0
Muscadel                  ;2008;30.0
Muscadelle                ;-1;160.3333333333
Muscadelle                ;2009;65.0
Muscadelle                ;2013;27.0
Muscadelle                ;2014;29.0
Muscadelle                ;2015;29.0
Muscadine                 ;2013;20.0
Muscadine                 ;2014;25.0
Muscat                    ;-1;64.85
Muscat                    ;1998;7.0
Muscat                    ;1999;9.5
Muscat                    ;2001;13.5
Muscat                    ;2002;14.0
Muscat                    ;2003;30.0
Muscat                    ;2004;21.0
Muscat                    ;2005;27.3333333333
Muscat                    ;2006;21.0
Muscat                    ;2007;52.6
Muscat                    ;2008;23.0
Muscat                    ;2009;20.7142857143
Muscat                    ;2010;15.0
Muscat                    ;2011;23.5714285714
Muscat                    ;2012;18.0
Muscat                    ;2013;24.6666666667
Muscat                    ;2014;26.7333333333
Muscat                    ;2015;23.2142857143
Muscat Blanc              ;2006;18.0
Muscat Blanc              ;2007;24.5
Muscat Blanc              ;2008;19.0
Muscat Blanc              ;2009;20.0
Muscat Blanc              ;2010;18.0
Muscat Blanc              ;2012;20.0
Muscat Blanc              ;2014;22.6666666667
Muscat Blanc à Petits Gra;-1;12.0
Muscat Blanc à Petits Gra;2009;
Muscat Blanc à Petits Gra;2013;20.0
Muscat Canelli            ;-1;39.0
Muscat Canelli            ;1999;12.0
Muscat Canelli            ;2000;32.0
Muscat Canelli            ;2001;12.0
Muscat Canelli            ;2006;15.0
Muscat Canelli            ;2008;13.5
Muscat Canelli            ;2009;20.3333333333
Muscat Canelli            ;2010;14.0
Muscat Canelli            ;2012;19.625
Muscat Canelli            ;2013;20.5
Muscat Canelli            ;2014;22.3333333333
Muscat Canelli            ;2015;19.3333333333
Muscat Canelli            ;2016;27.0
Muscat d'Alexandrie       ;2003;16.0
Muscat d'Alexandrie       ;2010;15.0
Muscat d'Alexandrie       ;2014;25.0
Muscat Hamburg            ;-1;15.5
Muscat Hamburg            ;2012;32.0
Muscat Hamburg            ;2013;12.0
Muscat of Alexandria      ;2007;16.5
Muscat of Alexandria      ;2014;26.0
Muscatel                  ;2011;17.6666666667
Muskat                    ;2013;
Muskat                    ;2015;18.0
Muskat Ottonel            ;2006;12.0
Muskat Ottonel            ;2007;7.0
Muskat Ottonel            ;2008;
Muskat Ottonel            ;2009;9.0
Muskat Ottonel            ;2010;13.0
Muskat Ottonel            ;2011;10.5
Muskat Ottonel            ;2012;17.5
Muskat Ottonel            ;2013;12.0
Muskat Ottonel            ;2014;20.0
Muskat Ottonel            ;2015;22.0
Muskat Ottonel            ;2016;17.3333333333
Muskateller               ;2000;23.0
Muskateller               ;2007;28.0
Muskateller               ;2013;26.0
Muskateller               ;2014;25.0
Müller-Thurgau           ;-1;18.6666666667
Müller-Thurgau           ;2000;10.5
Müller-Thurgau           ;2001;12.5
Müller-Thurgau           ;2002;27.0
Müller-Thurgau           ;2006;18.0
Müller-Thurgau           ;2009;17.5
Müller-Thurgau           ;2010;22.3333333333
Müller-Thurgau           ;2011;23.6666666667
Müller-Thurgau           ;2012;18.25
Müller-Thurgau           ;2013;19.4
