variety;year;price
Rolle                     ;2014;19.0
Rolle                     ;2015;20.0
Romorantin                ;2010;30.0
Romorantin                ;2013;20.0
Romorantin                ;2014;20.0
Rosado                    ;2010;
Rosado                    ;2012;12.1666666667
Rosado                    ;2013;13.2857142857
Rosado                    ;2014;13.8636363636
Rosado                    ;2015;12.8
Rosado                    ;2016;13.3333333333
Rosato                    ;1898;18.0
Rosato                    ;2010;25.0
Rosato                    ;2011;19.1578947368
Rosato                    ;2012;14.6666666667
Rosato                    ;2013;22.6666666667
Rosato                    ;2014;16.8571428571
Rosato                    ;2015;20.0
Rosato                    ;2016;15.8
Roscetto                  ;2008;
Rosenmuskateller          ;-1;150.0
Rosé                     ;-1;17.4864864865
Rosé                     ;1850;20.0
Rosé                     ;1852;12.0
Rosé                     ;1998;11.0
Rosé                     ;1999;11.0
Rosé                     ;2000;14.3333333333
Rosé                     ;2001;10.5
Rosé                     ;2005;22.0
Rosé                     ;2006;19.24
Rosé                     ;2007;17.8795180723
Rosé                     ;2008;20.4130434783
Rosé                     ;2009;17.0229885057
Rosé                     ;2010;16.2654320988
Rosé                     ;2011;17.431372549
Rosé                     ;2012;19.1714285714
Rosé                     ;2013;18.932885906
Rosé                     ;2014;20.1036906854
Rosé                     ;2015;18.0600272851
Rosé                     ;2016;18.3814303639
Rosé                     ;2017;10.0
Roter Traminer            ;2006;26.0
Roter Traminer            ;2011;
Roter Traminer            ;2012;31.0
Roter Traminer            ;2014;34.0
Roter Traminer            ;2015;38.0
Roter Veltliner           ;2006;26.0
Roter Veltliner           ;2012;
Roter Veltliner           ;2013;49.6666666667
Roter Veltliner           ;2014;36.5
Roter Veltliner           ;2015;24.0
Roter Veltliner           ;2016;25.0
Rotgipfler                ;2009;
Rotgipfler                ;2011;34.5
Rotgipfler                ;2012;23.3333333333
Rotgipfler                ;2013;22.5
Rotgipfler                ;2014;24.75
Rotgipfler                ;2015;28.8333333333
Rotgipfler                ;2016;19.0
Roussanne                 ;2000;28.5
Roussanne                 ;2001;75.0
Roussanne                 ;2003;20.0
Roussanne                 ;2004;22.0
Roussanne                 ;2005;60.0
Roussanne                 ;2006;23.0
Roussanne                 ;2007;26.4
Roussanne                 ;2008;29.4
Roussanne                 ;2009;24.1333333333
Roussanne                 ;2010;26.1428571429
Roussanne                 ;2011;30.1818181818
Roussanne                 ;2012;27.72
Roussanne                 ;2013;28.6538461538
Roussanne                 ;2014;32.0
Roussanne                 ;2015;25.3529411765
Roussanne                 ;2016;25.0
Roussanne-Grenache Blanc  ;2011;16.0
Roussanne-Marsanne        ;2010;22.0
Roussanne-Marsanne        ;2013;26.0
Roussanne-Marsanne        ;2014;50.0
Roussanne-Marsanne        ;2015;40.0
Roussanne-Marsanne        ;2016;
Roussanne-Viognier        ;2009;45.0
Roussanne-Viognier        ;2010;21.0
Roussanne-Viognier        ;2012;32.0
Roussanne-Viognier        ;2013;33.6
Roussanne-Viognier        ;2014;30.0
Roviello                  ;2012;28.0
Roviello                  ;2014;
Ruché                    ;2006;15.0
Ruché                    ;2007;20.6666666667
Ruché                    ;2008;35.3333333333
Ruché                    ;2009;22.0
Ruché                    ;2010;26.0
Ruché                    ;2013;31.5
Rufete                    ;2014;28.5
Ryzlink Rýnský          ;2010;40.0
Sacy                      ;2014;
Sacy                      ;2015;19.0
Sagrantino                ;2001;60.0
Sagrantino                ;2003;53.25
Sagrantino                ;2004;42.0
Sagrantino                ;2005;45.0
Sagrantino                ;2006;67.9
Sagrantino                ;2007;60.8888888889
Sagrantino                ;2008;48.6
Sagrantino                ;2009;49.72
Sagrantino                ;2010;51.1111111111
Sagrantino                ;2011;36.6666666667
Sagrantino                ;2012;57.6
Sagrantino                ;2013;56.25
Sagrantino                ;2015;40.0
Sangiovese                ;-1;10.0
Sangiovese                ;1850;28.0
Sangiovese                ;1929;20.0
Sangiovese                ;1995;47.2
Sangiovese                ;1996;22.5
Sangiovese                ;1997;50.0740740741
Sangiovese                ;1998;21.5142857143
Sangiovese                ;1999;32.8604651163
Sangiovese                ;2000;16.0454545455
Sangiovese                ;2001;104.0
Sangiovese                ;2003;45.2857142857
Sangiovese                ;2004;40.2926829268
Sangiovese                ;2005;32.9866666667
Sangiovese                ;2006;36.2307692308
Sangiovese                ;2007;44.7685185185
Sangiovese                ;2008;40.171641791
Sangiovese                ;2009;47.6940639269
Sangiovese                ;2010;63.9166666667
Sangiovese                ;2011;55.785326087
Sangiovese                ;2012;45.6573426573
Sangiovese                ;2013;30.4476744186
Sangiovese                ;2014;26.5827338129
Sangiovese                ;2015;19.2615384615
Sangiovese                ;2016;17.7857142857
Sangiovese Cabernet       ;2010;32.0
Sangiovese Cabernet       ;2012;55.0
Sangiovese Cabernet       ;2013;52.0
Sangiovese Grosso         ;1998;50.0
Sangiovese Grosso         ;2001;99.5
Sangiovese Grosso         ;2003;43.2
Sangiovese Grosso         ;2004;70.6458333333
Sangiovese Grosso         ;2005;67.5365853659
Sangiovese Grosso         ;2006;78.4920634921
Sangiovese Grosso         ;2007;72.6764705882
Sangiovese Grosso         ;2008;57.8456375839
Sangiovese Grosso         ;2009;26.2
Sangiovese Grosso         ;2010;23.6129032258
Sangiovese Grosso         ;2012;45.0
Sangiovese-Cabernet Sauvig;2006;27.0
Sangiovese-Cabernet Sauvig;2009;19.5
Sangiovese-Cabernet Sauvig;2010;28.0
Sangiovese-Cabernet Sauvig;2012;44.0
Sangiovese-Cabernet Sauvig;2014;42.0
Sangiovese-Syrah          ;2007;36.0
Sangiovese-Syrah          ;2008;34.0
Sangiovese-Syrah          ;2013;60.6666666667
Saperavi                  ;2007;40.0
Saperavi                  ;2008;28.0
Saperavi                  ;2009;15.5
Saperavi                  ;2010;20.0
Saperavi                  ;2011;13.0
Saperavi                  ;2012;33.0
Saperavi                  ;2013;21.6666666667
Saperavi                  ;2014;17.0
Saperavi                  ;2015;24.4
Saperavi-Merlot           ;2007;17.0
Saperavi-Merlot           ;2013;18.0
Sauvignon                 ;-1;15.0
Sauvignon                 ;2003;65.0
Sauvignon                 ;2005;11.0
Sauvignon                 ;2006;28.1333333333
Sauvignon                 ;2007;21.5357142857
Sauvignon                 ;2008;22.75
Sauvignon                 ;2009;28.2941176471
Sauvignon                 ;2010;26.5
Sauvignon                 ;2011;27.1071428571
Sauvignon                 ;2012;28.8
Sauvignon                 ;2013;25.6875
Sauvignon                 ;2014;25.095890411
Sauvignon                 ;2015;31.5
Sauvignon                 ;2016;18.5
Sauvignon Blanc           ;-1;14.7333333333
Sauvignon Blanc           ;1852;17.0
Sauvignon Blanc           ;1992;95.0
Sauvignon Blanc           ;1998;18.0
Sauvignon Blanc           ;1999;18.0526315789
Sauvignon Blanc           ;2000;18.1690140845
Sauvignon Blanc           ;2001;17.24
Sauvignon Blanc           ;2002;13.75
Sauvignon Blanc           ;2004;57.5
Sauvignon Blanc           ;2005;24.1428571429
Sauvignon Blanc           ;2006;18.9130434783
Sauvignon Blanc           ;2007;18.0353982301
Sauvignon Blanc           ;2008;17.4181818182
Sauvignon Blanc           ;2009;18.3444816054
Sauvignon Blanc           ;2010;19.0365853659
Sauvignon Blanc           ;2011;19.4588235294
Sauvignon Blanc           ;2012;20.7200854701
Sauvignon Blanc           ;2013;20.7917383821
Sauvignon Blanc           ;2014;23.086574655
Sauvignon Blanc           ;2015;21.420204978
Sauvignon Blanc           ;2016;19.0158371041
Sauvignon Blanc           ;2017;11.5
Sauvignon Blanc-Assyrtiko ;2015;20.0
Sauvignon Blanc-Chardonnay;2005;35.0
Sauvignon Blanc-Chardonnay;2010;34.0
Sauvignon Blanc-Chardonnay;2012;18.0
Sauvignon Blanc-Chardonnay;2013;10.0
Sauvignon Blanc-Chardonnay;2014;15.0
Sauvignon Blanc-Chardonnay;2015;18.0
Sauvignon Blanc-Chenin Bla;2010;13.0
Sauvignon Blanc-Chenin Bla;2011;22.0
Sauvignon Blanc-Chenin Bla;2015;16.0
Sauvignon Blanc-Sauvignon ;2014;
Sauvignon Blanc-Semillon  ;2004;45.0
Sauvignon Blanc-Semillon  ;2005;20.0
Sauvignon Blanc-Semillon  ;2007;29.5
Sauvignon Blanc-Semillon  ;2008;20.5
Sauvignon Blanc-Semillon  ;2009;23.0
Sauvignon Blanc-Semillon  ;2010;39.25
Sauvignon Blanc-Semillon  ;2011;27.3
Sauvignon Blanc-Semillon  ;2012;22.2727272727
Sauvignon Blanc-Semillon  ;2013;23.6666666667
Sauvignon Blanc-Semillon  ;2014;31.2857142857
Sauvignon Blanc-Semillon  ;2015;27.3076923077
Sauvignon Blanc-Semillon  ;2016;19.6
Sauvignon Blanc-Verdejo   ;2011;10.0
Sauvignon Blanc-Verdejo   ;2012;13.5
Sauvignon Blanc-Verdejo   ;2016;12.0
Sauvignon Gris            ;2008;40.0
Sauvignon Gris            ;2010;14.0
Sauvignon Gris            ;2011;22.0
Sauvignon Gris            ;2012;16.0
Sauvignon Gris            ;2013;15.0
Sauvignon Gris            ;2014;29.6666666667
Sauvignon Gris            ;2015;16.5
Sauvignon Gris            ;2016;17.0
Sauvignon Musqué         ;1999;18.0
Sauvignon-Sémillon       ;2016;12.0
Sauvignonasse             ;2011;25.0
Savagnin                  ;2005;65.0
Savagnin                  ;2006;68.3333333333
Savagnin                  ;2009;15.0
Savagnin                  ;2010;27.6666666667
Savagnin                  ;2011;34.5
Savagnin                  ;2013;45.0
Savagnin                  ;2015;40.0
Savatiano                 ;-1;11.3333333333
Savatiano                 ;2010;10.0
Savatiano                 ;2013;25.0
Scheurebe                 ;2005;86.0
Scheurebe                 ;2007;23.0
Scheurebe                 ;2008;93.5
Scheurebe                 ;2010;70.0
Scheurebe                 ;2011;48.3333333333
Scheurebe                 ;2012;39.3333333333
Scheurebe                 ;2013;42.0
Scheurebe                 ;2014;24.75
Scheurebe                 ;2015;27.0
Schiava                   ;2013;19.0434782609
Schwartzriesling          ;2012;25.0
Sciaccerellu              ;2013;70.0
Sciaccerellu              ;2014;21.0
Sciaccerellu              ;2015;
Semillon-Chardonnay       ;1999;15.0
Semillon-Chardonnay       ;2000;7.5
Semillon-Chardonnay       ;2007;17.0
Semillon-Sauvignon Blanc  ;2000;16.0
Semillon-Sauvignon Blanc  ;2001;18.3333333333
Semillon-Sauvignon Blanc  ;2005;55.0
Semillon-Sauvignon Blanc  ;2006;34.0
Semillon-Sauvignon Blanc  ;2007;32.8888888889
Semillon-Sauvignon Blanc  ;2008;32.5
Semillon-Sauvignon Blanc  ;2009;23.5
Semillon-Sauvignon Blanc  ;2010;28.0
Semillon-Sauvignon Blanc  ;2011;30.8
Semillon-Sauvignon Blanc  ;2012;24.4
Semillon-Sauvignon Blanc  ;2013;38.8
Semillon-Sauvignon Blanc  ;2014;24.3333333333
Semillon-Sauvignon Blanc  ;2015;19.0
Semillon-Sauvignon Blanc  ;2016;22.0
Sercial                   ;2002;50.0
Seyval Blanc              ;-1;23.0
Seyval Blanc              ;2007;16.0
Seyval Blanc              ;2008;9.0
Seyval Blanc              ;2010;15.0
Seyval Blanc              ;2011;23.0
Seyval Blanc              ;2012;17.6666666667
Seyval Blanc              ;2013;17.0
Seyval Blanc              ;2014;12.0
Seyval Blanc              ;2015;22.5
Seyval Blanc              ;2016;45.0
Sherry                    ;-1;33.5
Sherry                    ;1827;14.0
Sherry                    ;1847;26.0
Sherry                    ;1986;155.0
Shiraz                    ;-1;17.5
Shiraz                    ;1996;115.5
Shiraz                    ;1998;32.9285714286
Shiraz                    ;1999;21.5833333333
Shiraz                    ;2000;25.8823529412
Shiraz                    ;2001;21.0
Shiraz                    ;2002;30.2857142857
Shiraz                    ;2003;32.8461538462
Shiraz                    ;2004;47.4444444444
Shiraz                    ;2005;28.4625
Shiraz                    ;2006;39.9529411765
Shiraz                    ;2007;31.1728395062
Shiraz                    ;2008;44.027027027
Shiraz                    ;2009;47.5245901639
Shiraz                    ;2010;79.858974359
Shiraz                    ;2011;49.8695652174
Shiraz                    ;2012;46.75
Shiraz                    ;2013;37.3956043956
Shiraz                    ;2014;38.3617021277
Shiraz                    ;2015;19.1538461538
Shiraz-Cabernet           ;2013;19.0
Shiraz-Cabernet           ;2014;75.0
Shiraz-Cabernet Sauvignon ;1998;37.5
Shiraz-Cabernet Sauvignon ;1999;16.0
Shiraz-Cabernet Sauvignon ;2000;22.0
Shiraz-Cabernet Sauvignon ;2001;14.0
Shiraz-Cabernet Sauvignon ;2005;11.5
Shiraz-Cabernet Sauvignon ;2006;22.5
Shiraz-Cabernet Sauvignon ;2007;21.0
Shiraz-Cabernet Sauvignon ;2008;20.5714285714
Shiraz-Cabernet Sauvignon ;2009;13.25
Shiraz-Cabernet Sauvignon ;2010;80.0
Shiraz-Cabernet Sauvignon ;2012;40.0
Shiraz-Cabernet Sauvignon ;2013;17.75
Shiraz-Cabernet Sauvignon ;2014;17.0
Shiraz-Grenache           ;2002;19.0
Shiraz-Grenache           ;2005;19.0
Shiraz-Grenache           ;2006;18.0
Shiraz-Grenache           ;2008;19.5
Shiraz-Grenache           ;2010;42.5
Shiraz-Grenache           ;2013;28.6
Shiraz-Grenache           ;2014;65.0
Shiraz-Malbec             ;2005;15.0
Shiraz-Malbec             ;2008;20.5
Shiraz-Mourvèdre         ;2007;16.0
Shiraz-Mourvèdre         ;2008;18.5
Shiraz-Roussanne          ;2009;29.0
Shiraz-Tempranillo        ;2008;10.0
Shiraz-Tempranillo        ;2014;7.0
Shiraz-Viognier           ;2004;23.0
Shiraz-Viognier           ;2005;20.4444444444
Shiraz-Viognier           ;2006;23.0
Shiraz-Viognier           ;2007;74.3333333333
Shiraz-Viognier           ;2008;34.2857142857
Shiraz-Viognier           ;2009;47.6666666667
Shiraz-Viognier           ;2010;175.0
Shiraz-Viognier           ;2012;125.0
Shiraz-Viognier           ;2013;125.0
Shiraz-Viognier           ;2015;20.0
Sideritis                 ;2009;23.0
Siegerrebe                ;2006;15.0
Silvaner                  ;2006;173.0
Silvaner                  ;2007;93.5
Silvaner                  ;2008;14.0
Silvaner                  ;2009;24.0
Silvaner                  ;2010;40.5
Silvaner                  ;2011;15.5
Silvaner                  ;2012;53.125
Silvaner                  ;2013;24.8333333333
Silvaner                  ;2014;28.0
Silvaner                  ;2015;16.5
Silvaner-Traminer         ;2009;25.0
Siria                     ;2011;15.0
Siria                     ;2012;15.0
Siria                     ;2013;12.3333333333
Siria                     ;2014;16.25
Siria                     ;2015;12.5
Sirica                    ;2013;23.0
Sirica                    ;2015;23.0
Sousão                   ;2004;14.0
Sousão                   ;2008;40.0
Sousão                   ;2009;40.0
Sousão                   ;2012;40.0
Sousão                   ;2013;40.0
Sousão                   ;2014;40.0
Souzao                    ;2010;24.0
Souzao                    ;2011;36.0
Sparkling Blend           ;-1;21.4013781223
Sparkling Blend           ;1872;22.0
Sparkling Blend           ;1882;12.5
Sparkling Blend           ;1887;13.0
Sparkling Blend           ;1904;40.0
Sparkling Blend           ;1919;13.0
Sparkling Blend           ;1995;
Sparkling Blend           ;1996;122.5
Sparkling Blend           ;1997;104.4
Sparkling Blend           ;1998;68.3333333333
Sparkling Blend           ;1999;50.0
Sparkling Blend           ;2000;75.6666666667
Sparkling Blend           ;2001;57.75
Sparkling Blend           ;2002;50.4
Sparkling Blend           ;2003;68.3333333333
Sparkling Blend           ;2004;63.04
Sparkling Blend           ;2005;51.4634146341
Sparkling Blend           ;2006;48.880952381
Sparkling Blend           ;2007;42.5333333333
Sparkling Blend           ;2008;39.7721518987
Sparkling Blend           ;2009;37.8105263158
Sparkling Blend           ;2010;39.4086021505
Sparkling Blend           ;2011;37.1121495327
Sparkling Blend           ;2012;37.2195121951
Sparkling Blend           ;2013;34.4693877551
Sparkling Blend           ;2014;32.679245283
Sparkling Blend           ;2015;25.88
Sparkling Blend           ;2016;26.8888888889
Spätburgunder            ;2003;50.0
Spätburgunder            ;2005;121.0
Spätburgunder            ;2007;61.8
Spätburgunder            ;2008;51.3333333333
Spätburgunder            ;2009;87.0714285714
Spätburgunder            ;2010;77.3333333333
Spätburgunder            ;2011;55.2666666667
Spätburgunder            ;2012;41.1428571429
Spätburgunder            ;2013;49.0
Spätburgunder            ;2014;34.3333333333
Spätburgunder            ;2015;33.0
St. Laurent               ;-1;
St. Laurent               ;2005;40.6666666667
St. Laurent               ;2006;24.25
St. Laurent               ;2007;90.0
St. Laurent               ;2008;33.0
St. Laurent               ;2009;23.4
St. Laurent               ;2010;22.0
St. Laurent               ;2011;38.4615384615
St. Laurent               ;2012;48.5
St. Laurent               ;2013;28.1875
St. Laurent               ;2014;24.5
St. Laurent               ;2015;19.8571428571
St. Laurent               ;2016;14.0
St. Vincent               ;2010;24.0
Susumaniello              ;2004;50.0
Susumaniello              ;2007;
Susumaniello              ;2010;34.0
Susumaniello              ;2011;18.0
Susumaniello              ;2013;18.0
Sylvaner                  ;2009;25.0
Sylvaner                  ;2010;24.4
Sylvaner                  ;2011;23.0
Sylvaner                  ;2012;22.5714285714
Sylvaner                  ;2013;24.0
Sylvaner                  ;2014;20.1333333333
Sylvaner                  ;2015;22.4615384615
Symphony                  ;2006;9.0
Symphony                  ;2007;8.0
Symphony                  ;2011;38.0
Symphony                  ;2013;12.0
Syrah                     ;-1;28.8
Syrah                     ;1997;38.0
Syrah                     ;1998;25.5
Syrah                     ;1999;23.6666666667
Syrah                     ;2000;23.2
Syrah                     ;2001;16.0
Syrah                     ;2002;29.75
Syrah                     ;2003;63.6153846154
Syrah                     ;2004;37.0117647059
Syrah                     ;2005;37.5024154589
Syrah                     ;2006;33.5283018868
Syrah                     ;2007;36.1086956522
Syrah                     ;2008;35.5866261398
Syrah                     ;2009;36.1654846336
Syrah                     ;2010;38.6943127962
Syrah                     ;2011;41.1480519481
Syrah                     ;2012;41.2142857143
Syrah                     ;2013;44.8073555166
Syrah                     ;2014;42.972972973
Syrah                     ;2015;34.1882352941
Syrah                     ;2016;22.2307692308
Syrah-Bonarda             ;2010;13.0
Syrah-Cabernet            ;1998;24.0
Syrah-Cabernet            ;1999;18.0
Syrah-Cabernet            ;2001;18.0
Syrah-Cabernet            ;2003;24.0
Syrah-Cabernet            ;2006;19.5
Syrah-Cabernet            ;2007;27.5
Syrah-Cabernet            ;2008;45.0
Syrah-Cabernet            ;2009;14.0
Syrah-Cabernet            ;2010;10.0
Syrah-Cabernet            ;2012;46.0
Syrah-Cabernet            ;2013;55.0
Syrah-Cabernet Franc      ;2008;69.0
Syrah-Cabernet Franc      ;2009;69.0
Syrah-Cabernet Franc      ;2012;60.0
Syrah-Cabernet Sauvignon  ;2008;40.3333333333
Syrah-Cabernet Sauvignon  ;2009;45.6
Syrah-Cabernet Sauvignon  ;2010;33.25
Syrah-Cabernet Sauvignon  ;2011;37.8
Syrah-Cabernet Sauvignon  ;2012;53.5
Syrah-Cabernet Sauvignon  ;2013;43.4
Syrah-Cabernet Sauvignon  ;2014;48.1666666667
Syrah-Cabernet Sauvignon  ;2015;65.0
Syrah-Carignan            ;2011;19.0
Syrah-Carignan            ;2012;26.5
Syrah-Carignan            ;2013;19.0
Syrah-Grenache            ;2007;20.5
Syrah-Grenache            ;2008;24.6
Syrah-Grenache            ;2009;53.6666666667
Syrah-Grenache            ;2010;23.1666666667
Syrah-Grenache            ;2011;28.5714285714
Syrah-Grenache            ;2012;34.0909090909
Syrah-Grenache            ;2013;32.6
Syrah-Grenache            ;2014;22.5714285714
Syrah-Grenache            ;2015;20.5
Syrah-Grenache-Viognier   ;2012;45.0
Syrah-Malbec              ;2005;14.0
Syrah-Merlot              ;2007;30.0
Syrah-Merlot              ;2013;33.0
Syrah-Merlot              ;2014;20.0
Syrah-Mourvèdre          ;2007;45.0
Syrah-Mourvèdre          ;2008;25.0
Syrah-Mourvèdre          ;2009;21.8
Syrah-Mourvèdre          ;2010;42.0
Syrah-Mourvèdre          ;2012;26.0
Syrah-Mourvèdre          ;2013;42.0
Syrah-Mourvèdre          ;2014;32.2857142857
Syrah-Petit Verdot        ;2010;35.0
Syrah-Petit Verdot        ;2013;49.0
Syrah-Petite Sirah        ;2008;49.5
Syrah-Petite Sirah        ;2010;29.0
Syrah-Petite Sirah        ;2011;33.6
Syrah-Petite Sirah        ;2012;45.2
Syrah-Petite Sirah        ;2013;50.0
Syrah-Tempranillo         ;2007;45.0
Syrah-Tempranillo         ;2008;45.0
Syrah-Tempranillo         ;2009;45.0
Syrah-Tempranillo         ;2010;42.0
Syrah-Tempranillo         ;2011;45.0
Syrah-Tempranillo         ;2012;15.0
Syrah-Viognier            ;2005;36.0
Syrah-Viognier            ;2006;55.0
Syrah-Viognier            ;2008;20.0
Syrah-Viognier            ;2009;39.0
Syrah-Viognier            ;2010;54.7142857143
Syrah-Viognier            ;2011;75.0
Syrah-Viognier            ;2012;72.0
Syrah-Viognier            ;2013;85.0
Syrah-Viognier            ;2016;14.0
Sämling                  ;2007;46.0
Sämling                  ;2010;
Sämling                  ;2011;
Sämling                  ;2013;25.0
Sémillon                 ;1997;23.0
Sémillon                 ;1998;9.0
Sémillon                 ;2000;16.0
Sémillon                 ;2005;31.75
Sémillon                 ;2006;26.5555555556
Sémillon                 ;2007;30.125
Sémillon                 ;2008;23.5
Sémillon                 ;2009;26.0
Sémillon                 ;2010;27.6666666667
Sémillon                 ;2011;26.3333333333
Sémillon                 ;2012;23.625
Sémillon                 ;2013;23.2631578947
Sémillon                 ;2014;24.1818181818
Sémillon                 ;2015;22.4444444444
Sémillon                 ;2016;19.8
Tamianka                  ;2015;20.0
Tamjanika                 ;2013;18.0
Tannat                    ;1996;115.0
Tannat                    ;1999;115.0
Tannat                    ;2002;35.0
Tannat                    ;2003;30.0
Tannat                    ;2004;29.0
Tannat                    ;2005;23.0
Tannat                    ;2006;73.3333333333
Tannat                    ;2007;26.3846153846
Tannat                    ;2008;40.875
Tannat                    ;2009;29.1875
Tannat                    ;2010;41.0
Tannat                    ;2011;43.1428571429
Tannat                    ;2012;31.4210526316
Tannat                    ;2013;29.5185185185
Tannat                    ;2014;25.7333333333
Tannat                    ;2015;27.64
Tannat                    ;2016;23.0
Tannat-Cabernet           ;2005;13.0
Tannat-Cabernet           ;2007;16.5
Tannat-Cabernet           ;2008;11.0
Tannat-Cabernet           ;2009;40.0
Tannat-Cabernet           ;2010;19.3333333333
Tannat-Cabernet           ;2011;30.0
Tannat-Cabernet           ;2012;18.375
Tannat-Cabernet           ;2013;19.8
Tannat-Cabernet           ;2014;15.0
Tannat-Cabernet           ;2015;65.0
Tannat-Cabernet Franc     ;-1;22.0
Tannat-Cabernet Franc     ;2006;14.0
Tannat-Cabernet Franc     ;2007;35.0
Tannat-Cabernet Franc     ;2008;25.0
Tannat-Cabernet Franc     ;2010;27.3333333333
Tannat-Cabernet Franc     ;2011;21.2
Tannat-Cabernet Franc     ;2013;16.0
Tannat-Cabernet Franc     ;2014;14.0
Tannat-Cabernet Franc     ;2015;14.0
Tannat-Merlot             ;2005;
Tannat-Merlot             ;2006;25.0
Tannat-Merlot             ;2009;23.0
Tannat-Merlot             ;2010;23.0
Tannat-Merlot             ;2011;29.0
Tannat-Merlot             ;2012;14.5
Tannat-Merlot             ;2013;12.0
Tannat-Merlot             ;2014;10.0
Tannat-Merlot             ;2015;13.0
Tannat-Syrah              ;2012;10.0
Tannat-Syrah              ;2013;28.0
Tannat-Syrah              ;2015;10.0
Tannat-Syrah              ;2016;10.0
Tempranillo               ;-1;10.75
Tempranillo               ;1898;12.0
Tempranillo               ;1994;29.0
Tempranillo               ;1996;16.5
Tempranillo               ;1997;30.0
Tempranillo               ;1998;20.3
Tempranillo               ;1999;22.8888888889
Tempranillo               ;2000;93.25
Tempranillo               ;2001;50.1
Tempranillo               ;2002;34.625
Tempranillo               ;2003;28.0
Tempranillo               ;2004;30.5396825397
Tempranillo               ;2005;39.2234042553
Tempranillo               ;2006;26.8333333333
Tempranillo               ;2007;27.0619469027
Tempranillo               ;2008;27.775
Tempranillo               ;2009;31.7931034483
Tempranillo               ;2010;29.5056179775
Tempranillo               ;2011;37.5757575758
Tempranillo               ;2012;36.7285714286
Tempranillo               ;2013;29.1437125749
Tempranillo               ;2014;25.373015873
Tempranillo               ;2015;14.6530612245
Tempranillo               ;2016;14.6666666667
Tempranillo Blanco        ;2009;40.0
Tempranillo Blanco        ;2010;40.0
Tempranillo Blanco        ;2011;32.0
Tempranillo Blanco        ;2012;24.0
Tempranillo Blanco        ;2013;26.0
Tempranillo Blanco        ;2014;18.0
Tempranillo Blend         ;-1;29.0
Tempranillo Blend         ;1978;225.0
Tempranillo Blend         ;1994;12.0
Tempranillo Blend         ;1995;60.0
Tempranillo Blend         ;1996;24.5
Tempranillo Blend         ;1998;45.0
Tempranillo Blend         ;1999;16.3333333333
Tempranillo Blend         ;2000;33.5
Tempranillo Blend         ;2001;39.0
Tempranillo Blend         ;2002;35.6
Tempranillo Blend         ;2003;69.6
Tempranillo Blend         ;2004;42.6181818182
Tempranillo Blend         ;2005;42.6785714286
Tempranillo Blend         ;2006;27.7090909091
Tempranillo Blend         ;2007;30.0212765957
Tempranillo Blend         ;2008;36.52
Tempranillo Blend         ;2009;39.72
Tempranillo Blend         ;2010;41.9726027397
Tempranillo Blend         ;2011;40.1458333333
Tempranillo Blend         ;2012;21.6222222222
Tempranillo Blend         ;2013;17.48
Tempranillo Blend         ;2014;17.5652173913
Tempranillo Blend         ;2015;14.0
Tempranillo-Cabernet Sauvi;-1;600.0
Tempranillo-Cabernet Sauvi;1898;25.0
Tempranillo-Cabernet Sauvi;2003;29.0
Tempranillo-Cabernet Sauvi;2005;13.0
Tempranillo-Cabernet Sauvi;2006;10.75
Tempranillo-Cabernet Sauvi;2007;14.0
Tempranillo-Cabernet Sauvi;2008;207.0
Tempranillo-Cabernet Sauvi;2009;37.3333333333
Tempranillo-Cabernet Sauvi;2010;26.5
Tempranillo-Cabernet Sauvi;2011;10.3333333333
Tempranillo-Cabernet Sauvi;2012;26.75
Tempranillo-Cabernet Sauvi;2013;15.5
Tempranillo-Cabernet Sauvi;2014;35.75
Tempranillo-Cabernet Sauvi;2015;10.6666666667
Tempranillo-Cabernet Sauvi;2016;11.0
Tempranillo-Garnacha      ;2006;12.0
Tempranillo-Garnacha      ;2007;10.0
Tempranillo-Garnacha      ;2008;11.5714285714
Tempranillo-Garnacha      ;2009;11.0
Tempranillo-Garnacha      ;2010;11.0
Tempranillo-Garnacha      ;2011;12.2
Tempranillo-Garnacha      ;2012;17.0
Tempranillo-Garnacha      ;2013;17.3333333333
Tempranillo-Garnacha      ;2014;11.0
Tempranillo-Malbec        ;2006;
Tempranillo-Merlot        ;-1;6.0
Tempranillo-Merlot        ;2003;17.0
Tempranillo-Merlot        ;2006;20.0
Tempranillo-Merlot        ;2008;40.0
Tempranillo-Merlot        ;2010;19.0
Tempranillo-Merlot        ;2011;15.0
Tempranillo-Shiraz        ;2006;10.0
Tempranillo-Shiraz        ;2009;16.4
Tempranillo-Shiraz        ;2014;12.0
Tempranillo-Syrah         ;2012;23.0
Tempranillo-Syrah         ;2016;12.0
Tempranillo-Tannat        ;2011;20.0
Teran                     ;2008;31.5
Teran                     ;2009;20.0
Teran                     ;2011;22.0
Teran                     ;2013;33.0
Teroldego                 ;2004;25.0
Teroldego                 ;2005;24.5
Teroldego                 ;2006;30.0
Teroldego                 ;2007;30.0
Teroldego                 ;2008;24.0
Teroldego                 ;2010;32.0
Teroldego                 ;2011;61.3333333333
Teroldego                 ;2012;33.125
Teroldego                 ;2013;33.6666666667
Teroldego                 ;2014;23.5
Teroldego                 ;2015;18.0
Teroldego Rotaliano       ;2011;15.0
Terrantez                 ;1980;236.0
Thrapsathiri              ;2015;25.0
Timorasso                 ;2010;38.0
Timorasso                 ;2011;60.0
Timorasso                 ;2013;36.6666666667
Tinta Amarela             ;2013;30.0
