winery,avg_score,avgscore2
Blondie                        ,87,87
Bloomer Creek                  ,87.75862069,87
Blue Oak                       ,87.5,87
Blue Pirate                    ,87,87
Blue Valley                    ,87.16666667,87
Blustone                       ,87,87
Boasso                         ,87.55555556,87
Bocale                         ,87,87
Bodega Aconquija               ,87.33333333,87
Bodega Belgrano                ,87,87
Bodega Cuarto Dominio          ,87.3125,87
Bodega Las Cañitas             ,87.5,87
Bodega Patritti                ,87.625,87
Bodega Poesia                  ,87.33333333,87
Bodega Rancho                  ,87,87
Bodega Tacuil                  ,87.75,87
Bodega Volcanes de Chile       ,87.6,87
Bodegas Abanico                ,87,87
Bodegas Alejandro Fernandez    ,87.5,87
Bodegas Ateca                  ,87.77777778,87
Bodegas Bleda                  ,87,87
Bodegas Escudero               ,87,87
Bodegas Faustino               ,87.41176471,87
Bodegas Manutara               ,87,87
Bodegas Medrano Irazu          ,87,87
Bodegas Muriel                 ,87.48148148,87
Bodegas Mähler-Besse           ,87.66666667,87
Bodegas Ontañón                ,87.29411765,87
Bodegas Paso Robles            ,87,87
Bodegas Peñafiel               ,87.35714286,87
Bodegas Ramon Ramos            ,87,87
Bodegas Ribón                  ,87,87
Bodegas San Isidro             ,87.4,87
Bodegas San Prudencio          ,87,87
Bodegas Tarima                 ,87,87
Bodegas Vegalfaro              ,87,87
Bodegas Yuste                  ,87.4,87
Bonacchi                       ,87.34375,87
Bonair                         ,87.25,87
Borgo Maragliano               ,87.21428571,87
Borgoluce                      ,87.41666667,87
Borra                          ,87.81818182,87
Borrellie                      ,87.33333333,87
Bortolotti                     ,87.41176471,87
Bosio                          ,87.22222222,87
Botromagno                     ,87.16666667,87
Bott Frères                    ,87.36842105,87
Bottega Vinaia                 ,87.5,87
Bouké                          ,87,87
Boutari                        ,87.5,87
Boyle MacDonald                ,87.25,87
Boëté                          ,87.63636364,87
Bracco Bosca                   ,87.5,87
Brady Family                   ,87.5,87
Brampton                       ,87.4,87
Brancher                       ,87.5,87
Brancott                       ,87.96551724,87
Brass Tacks                    ,87.75,87
Brassfield                     ,87.875,87
Brazin                         ,87.16666667,87
Bressia                        ,87.46666667,87
Bricco del Prete               ,87,87
Brimstone                      ,87,87
Broken Earth                   ,87.47619048,87
Brooklyn Oenology              ,87,87
Brookman                       ,87,87
Brunori                        ,87.5,87
Brutocao                       ,87.31707317,87
Bucklin                        ,87,87
Budureasca                     ,87.08333333,87
Buglioni                       ,87.45454545,87
Buitenverwachting              ,87.83333333,87
Bula                           ,87.66666667,87
Bulliat                        ,87,87
Burgo Viejo                    ,87,87
Burnside Road                  ,87,87
Burrell School Vineyards       ,87.5,87
Butler Nephew & Co             ,87.5,87
Byington                       ,87.66666667,87
Bzikot Père et Fils            ,87,87
Bürgermeister Willi Schweinhard,87.25,87
C&B;                           ,87,87
Ca' de Lion Ghione             ,87,87
Ca' del Solo                   ,87.8,87
Ca' Nova                       ,87.5,87
Ca' Rugate                     ,87.76,87
Ca'nova                        ,87,87
Cabot Vineyards                ,87,87
Cairdean Estate                ,87.11111111,87
Cairnbrae                      ,87.57142857,87
Cala de' Poeti                 ,87,87
Calavera Wines                 ,87.66666667,87
Calderona                      ,87,87
Calços do Tanha                ,87.5,87
Cambrago                       ,87,87
Cambridge                      ,87.5,87
Cameron Hughes                 ,87.40816327,87
Caminhos Cruzados              ,87.2,87
Campo della Maestà             ,87.66666667,87
Canalicchio                    ,87,87
Canevel                        ,87.16666667,87
Canoe Ridge                    ,87.21311475,87
Cantarutti                     ,87.83333333,87
Cantina Alice Bel Colle        ,87,87
Cantina Cincinnato             ,87,87
Cantina Dei Monaci             ,87.25,87
Cantina di Montalcino          ,87.75,87
Cantina Le Grotte              ,87,87
Cantina Ma.Ri.Ca.              ,87.33333333,87
Cantina Nalles Magre           ,87,87
Cantina Negrar                 ,87,87
Cantina Novelli                ,87.33333333,87
Cantina Pedres                 ,87.5,87
Cantina Sociale Cooperativa di ,87,87
Cantina Sociale della Valpanten,87.14285714,87
Cantina Tollo                  ,87.46153846,87
Cantina Tomaso Gianolio        ,87,87
Cantina Tudernum               ,87,87
Cantina Valle Isarco           ,87.33333333,87
Cantina Zaccagnini             ,87.6,87
Cantine Barbera                ,87.2,87
Cantine Cipressi               ,87.5,87
Cantine di Ora                 ,87,87
Cantine Europa                 ,87,87
Cantine Farro                  ,87.66666667,87
Cantine Federiciane            ,87,87
Cantine Gulino                 ,87.66666667,87
Cantine Lenotti di Lenotti     ,87.14285714,87
Cantine Menhir                 ,87,87
Cantine Povero                 ,87,87
Cantine Rallo                  ,87.5,87
Cantine Valenti                ,87.66666667,87
Cap Wine                       ,87,87
Cape View                      ,87,87
Capel Vale                     ,87,87
Cardinal Point                 ,87,87
CarlindePaolo                  ,87,87
Carlotta                       ,87.25,87
Carmel                         ,87.4516129,87
Carnivor                       ,87.66666667,87
Caroline Bay                   ,87,87
Carr                           ,87.1875,87
Carravid                       ,87,87
Carrefour                      ,87,87
Cartograph                     ,87.66666667,87
Caruso & Minini                ,87.40740741,87
Carver Sutro                   ,87,87
Casa Cadaval                   ,87.70588235,87
Casa da Torre                  ,87.5,87
Casa de la Ermita              ,87.35714286,87
Casa de Vila Nova              ,87.5,87
Casa di Baal                   ,87,87
Casa di Grazia                 ,87.66666667,87
Casa di Terra                  ,87.82352941,87
Casa do Valle                  ,87.94444444,87
Casa Ermelinda Freitas         ,87.16666667,87
Casa L'Angel                   ,87.2,87
Casa S.M. de Tourais           ,87.5,87
Casa Santos Lima               ,87.23893805,87
Casal Novo                     ,87.33333333,87
Casal Paço Padreiro            ,87.33333333,87
Casale del Mare                ,87,87
Casale di Daviddi              ,87,87
Casalfarneto                   ,87.2,87
Casaloste                      ,87.42857143,87
Casas del Bosque               ,87.02857143,87
Casas del Toqui                ,87.7826087,87
Casca Wines                    ,87.61702128,87
Cascina Galarin                ,87,87
Cascina La Ghersa              ,87.2,87
Cascina Roera                  ,87.66666667,87
Casebianche                    ,87.66666667,87
Cass                           ,87.75,87
Castel Boglione                ,87,87
Castel Pietraio                ,87.5,87
Castellare                     ,87.66666667,87
Castellari Bergaglio           ,87,87
Castello Bonomi                ,87.41666667,87
Castello di Gabiano            ,87.5,87
Castello di Monastero          ,87.16666667,87
Castello di Poppiano           ,87.46153846,87
Castello di Uzzano             ,87.5,87
Castello Monaci                ,87.11764706,87
Castello Montauto              ,87,87
Castello Montaúto              ,87,87
Castello Sonnino               ,87,87
Castellucci Miano              ,87.5,87
Castelnau                      ,87.66666667,87
Castelveder                    ,87,87
Castillo De Feliciana          ,87.23809524,87
Castillo de Maluenda           ,87.8,87
Castillo del Barón             ,87,87
Casto Oaks                     ,87.14285714,87
Casuccio Tarletti              ,87.33333333,87
Caterina                       ,87.5,87
Catman                         ,87.25,87
Catoctin Creek                 ,87,87
Caudrina                       ,87,87
Cavalchina                     ,87.14285714,87
Cavatappi                      ,87.625,87
Cave de Bourgueil              ,87,87
Cave de Cleebourg              ,87,87
Cave de Hunawihr               ,87.8,87
Cave de Kientzheim-Kaysersberg ,87.375,87
Cave de Rasteau                ,87.33333333,87
Cave de Roquebrun              ,87,87
Cave des Vignerons de Buxy     ,87.66666667,87
Cave Geisse                    ,87.16666667,87
Caves Aliança                  ,87.33333333,87
Caves da Montanha              ,87.91666667,87
Caves de la Loire              ,87,87
Caves Primavera                ,87.5,87
Caves Transmontanas            ,87.47826087,87
Caves Velhas                   ,87.50943396,87
Cavit                          ,87.07142857,87
Cefalicchio                    ,87,87
Celestial Bay                  ,87,87
Cembra                         ,87.46153846,87
Cennatoio                      ,87.33333333,87
Ceralti                        ,87.91666667,87
Cerebella                      ,87,87
Cerro Prieto                   ,87.18181818,87
Cerulean                       ,87.57142857,87
Chakana                        ,87.22222222,87
Chaltén                        ,87,87
Chaman                         ,87.66666667,87
Champagne Gremillet            ,87,87
Chapillon                      ,87,87
Charles & Charles              ,87.76470588,87
Charles B. Mitchell            ,87,87
Charles Duret                  ,87,87
Charles Orban                  ,87,87
Charles Sparr                  ,87.86666667,87
Charthia                       ,87,87
Chateau de Launay              ,87.5,87
Chateau Faure Beauséjour       ,87,87
Chateau La Calisse             ,87.75,87
Chateau la Rame                ,87.5,87
Chateau les Tuilleries         ,87,87
Chateau Molyneaux              ,87,87
Chateau Peyrassol              ,87.25,87
Chateau Quattre                ,87,87
Chateau Walla Walla            ,87,87
Chatter Creek                  ,87.88888889,87
Chatzivariti                   ,87,87
Chelsea Goldschmidt            ,87.3,87
Cheryl LaVrar                  ,87,87
Chevalier de Lafoux Sainte Anne,87,87
Chopo                          ,87.5,87
Christian Leperchois           ,87,87
Chronic Cellars                ,87.75,87
Chrysorroyiatissa              ,87,87
Churchill Cellars              ,87.84615385,87
Château Ad Francos             ,87,87
Château Aiguilhe Querre        ,87,87
Château Amour                  ,87.33333333,87
Château Ampélia                ,87,87
Château Argadens               ,87.33333333,87
Château Arnaucosse             ,87.5,87
Château Arnaud Jouan           ,87,87
Château Balestard la Tonnelle  ,87,87
Château Barbanau               ,87.9,87
Château Barde Haut             ,87.66666667,87
Château Bardins                ,87,87
Château Barrail Chevrol        ,87,87
Château Barreyre               ,87.25,87
Château Barreyres              ,87.2,87
Château Baston-Brillette       ,87.5,87
Château Beaubois               ,87.28571429,87
Château Beaumont les Pierrières,87.66666667,87
Château Bel Air Perponcher     ,87.66666667,87
Château Bel Enclos             ,87,87
Château Bela                   ,87,87
Château Bellegrave             ,87.25,87
Château Bertinerie             ,87.84615385,87
Château Bessan Ségur           ,87.33333333,87
Château Beynat                 ,87.33333333,87
Château Biac                   ,87.5,87
Château Billeron Bouquey       ,87,87
Château Bois de Rolland        ,87,87
Château Bolaire                ,87.33333333,87
Château Bonnet                 ,87.11111111,87
Château Boyd-Cantenac          ,87,87
Château Brande-Bergère         ,87,87
Château Brethous               ,87.125,87
Château Bélingard              ,87.39285714,87
Château Cabezac                ,87.61538462,87
Château Cabredon               ,87,87
Château Cagnas                 ,87.5,87
Château Cailleteau Bergeron    ,87.16666667,87
Château Calissanne             ,87.75,87
Château Cantelaudette          ,87,87
Château Cap l'Ousteau          ,87,87
Château Caronne Ste Gemme      ,87,87
Château Carpe Diem             ,87,87
Château Castenet               ,87,87
Château Castera                ,87.8,87
Château Cavalier               ,87.25,87
Château Chapelle d'Aliénor     ,87.5,87
Château Charmail               ,87.8,87
Château Chatard                ,87.25,87
Château Clairac                ,87,87
Château Clos Mansio            ,87,87
Château Cossieu-Coutelin       ,87.66666667,87
Château Coudray Montpensier    ,87.6,87
Château Coutelin Merville      ,87,87
Château Coutinel               ,87.6875,87
Château Cru Godard             ,87.5,87
Château Crusquet de Lagarcie   ,87.66666667,87
Château Côte Montpezat         ,87.375,87
Château d'Astros               ,87,87
Château Dasvin-Bel-Air         ,87.5,87
Château de Basty               ,87,87
Château de Beaupré             ,87.8,87
Château de Beauregard          ,87.375,87
Château de Bel                 ,87.25,87
Château de Bel-Air             ,87.5,87
Château de Belcier             ,87.33333333,87
Château de Bensse              ,87,87
Château de Bligny              ,87.9,87
Château de Bordes-Quancard     ,87.2,87
Château de Campuget            ,87.22222222,87
Château de Cayx                ,87,87
Château de Chambrun            ,87,87
Château de Chassagne-Montrachet,87.33333333,87
Château de Chatelard           ,87.14285714,87
Château de Corcelles           ,87.25,87
Château de Cranne              ,87.875,87
Château de Cruzeau             ,87.8,87
Château de Cérons              ,87.25,87
Château de Fonbel              ,87.42857143,87
Château de Garros              ,87,87
Château de Gironville          ,87,87
Château de Javernand           ,87.83333333,87
Château de l'Hyvernière        ,87,87
Château de la Chaize           ,87,87
Château de la Cour             ,87.5,87
Château de la Galinière        ,87,87
Château de la Grenière         ,87,87
Château de la Rivière          ,87.33333333,87
Château de la Roulerie         ,87.69230769,87
Château de Lacarelle           ,87.33333333,87
Château de Lancyre             ,87.71428571,87
Château de Laville             ,87,87
Château de Mirande             ,87,87
Château de Monbadon            ,87,87
Château de Paillet-Quancard    ,87.16666667,87
Château de Portets             ,87.66666667,87
Château de Potiron             ,87,87
Château de Pourcieux           ,87.88888889,87
Château de Rochemorin          ,87.5,87
Château de Sadran              ,87,87
Château de Saint-Martin        ,87.16666667,87
Château de Sainte-Gemme        ,87,87
Château de Saurs               ,87,87
Château de Terrefort Bibonne   ,87,87
Château de Terrefort-Quancard  ,87,87
Château de Trousse             ,87,87
Château de Villeneuve          ,87,87
Château des Augustins          ,87,87
Château des Demoiselles        ,87,87
Château des Fougères           ,87,87
Château des Landes             ,87.125,87
Château des Loges              ,87,87
Château des Mille Anges        ,87,87
Château des Séraphin           ,87,87
Château Doms                   ,87.33333333,87
Château du Barry               ,87,87
Château du Caillau             ,87.2,87
Château du Moulin              ,87,87
Château du Pavillon            ,87,87
Château du Prieur              ,87,87
Château du Puget               ,87,87
Château du Seguinier           ,87,87
Château du Taillan             ,87.6,87
Château du Vieux-Guinot        ,87,87
Château Faizeau                ,87.75,87
Château Fayau                  ,87.25,87
Château Ferry Lacombe          ,87.4,87
Château Fleur Haut Gaussens    ,87.25,87
Château Flotis                 ,87.8,87
Château Fourchou               ,87,87
Château Franc-Cardinal         ,87.5,87
Château Gaillard               ,87.66666667,87
Château Galès                  ,87.5,87
Château Gardut Haut Cluzeau    ,87.5,87
Château Gigognan               ,87,87
Château Godard Bellevue        ,87.66666667,87
Château Goumin                 ,87,87
Château Grand Billard          ,87,87
Château Grand Marchand         ,87,87
Château Grand Secret           ,87.5,87
Château Grand Tayac            ,87.33333333,87
Château Grand-Maison           ,87.66666667,87
Château Grivière               ,87.2,87
Château Gromel Bel Air         ,87,87
Château Haut Ballet            ,87,87
Château Haut Barrail           ,87.25,87
Château Haut Beyzac            ,87.28571429,87
Château Haut Cabut             ,87,87
Château Haut Colombier         ,87.33333333,87
Château Haut Gaudin            ,87,87
Château Haut la Pointe         ,87.28571429,87
Château Haut Nouchet           ,87.5,87
Château Haut Peyrefaure        ,87.5,87
Château Haut Seguin            ,87,87
Château Haut-La-Péreyre        ,87,87
Château Haut-Mouleyre          ,87,87
Château Hellha                 ,87.5,87
Château Hervé-Laroque          ,87,87
Château Hyot                   ,87.4,87
Château Jussas                 ,87,87
Château l' Oiseau              ,87,87
Château l'Afrique              ,87.75,87
Château La Cardonne            ,87,87
Château la Chapelle Despagnet  ,87,87
Château la Croix de Roche      ,87.66666667,87
Château la Croix Saint-Pierre  ,87.5,87
Château La Dournie             ,87.5,87
Château La Gabarre             ,87.33333333,87
Château La Grande Clotte       ,87,87
Château la Grande Métaire      ,87,87
Château la Grolet              ,87,87
Château la Gurgue              ,87,87
Château La Jalgue              ,87,87
Château la Maroutine           ,87.33333333,87
Château la Mothe du Barry      ,87.1,87
Château La Prade               ,87.5,87
Château La Rame                ,87.30769231,87
Château la Rayre               ,87.5,87
Château la Rose Bellevue       ,87,87
Château Labastidié             ,87.66666667,87
Château Lacaussade Saint-Martin,87,87
Château Lacombe Noaillac       ,87,87
Château Lagarosse              ,87,87
Château Lamothe de Haux        ,87.23076923,87
Château Lamour                 ,87.6,87
Château Laronde Desormes       ,87,87
Château Laujac                 ,87,87
Château Laulerie               ,87,87
Château Lavergne-Dulong        ,87,87
Château Le Bocage              ,87,87
Château le Chêne               ,87,87
Château le Grand Moulin        ,87.25,87
Château le Grand Verdus        ,87,87
Château le Joyeux              ,87,87
Château Lecusse                ,87.5,87
Château les Anguilleys         ,87,87
Château les Arromans           ,87,87
Château les Aubiers            ,87,87
Château les Clauzots           ,87.4,87
Château Les Grands Maréchaux   ,87.5,87
Château les Hauts de Palette   ,87.75,87
Château Les Martins            ,87,87
Château les Ormes Sorbet       ,87,87
Château les Pasquets           ,87,87
Château Les Petits Arnaud      ,87.75,87
Château Lescalle               ,87.66666667,87
Château Lieujean               ,87.66666667,87
Château Loumelat               ,87.25,87
Château Lousteauneuf           ,87,87
Château Luchey-Halde           ,87.66666667,87
Château Léon                   ,87.66666667,87
Château Macquin                ,87,87
Château Magnan-Figeac          ,87.5,87
Château Magondeau              ,87,87
Château Maine d'Arman          ,87,87
Château Maison Noble Saint Mart,87.33333333,87
Château Majureau Sercillan     ,87,87
Château Malaire                ,87,87
Château Malbec                 ,87,87
Château Malherbe               ,87,87
Château Mangot                 ,87,87
Château Maris                  ,87,87
Château Maupague               ,87.625,87
Château Meillier               ,87,87
Château Meyre                  ,87.33333333,87
Château Mezain                 ,87,87
Château Mongravey              ,87.75,87
Château Mont-Pérat             ,87.75,87
Château Montet                 ,87,87
Château Montlau                ,87,87
Château Moulin de Mallet       ,87,87
Château Moulin du Cadet        ,87,87
Château Noaillac               ,87,87
Château Pas du Cerf            ,87.14285714,87
Château Peneau                 ,87,87
Château Petit Moulin           ,87.66666667,87
Château Petit-Freylon          ,87,87
Château Peychaud               ,87.33333333,87
Château Peyfaures              ,87,87
Château Peyredon Lagravette    ,87.6,87
Château Philippe-le-Hardi      ,87.36842105,87
Château Pierre de Montignac    ,87.33333333,87
Château Pilet                  ,87,87
Château Pillebois              ,87.66666667,87
Château Plaisance              ,87.14285714,87
Château Poitevin               ,87.5,87
Château Puy Rigaud             ,87,87
Château Puy-Blanquet           ,87.5,87
Château Puygueraud             ,87.5,87
Château Péby Faugères          ,87.5,87
Château Pégau                  ,87.75,87
Château Revelette              ,87,87
Château Rivensan               ,87,87
Château Roc de Boissac         ,87.8,87
Château Roc de Levraut         ,87,87
Château Roc Taillade           ,87,87
Château Romanin                ,87.4,87
Château Roquetaillade la Grange,87,87
Château Rousset-Caillau        ,87.77777778,87
Château Roustan                ,87,87
Château Saint-Germain          ,87,87
Château Saint-Sernin           ,87.76923077,87
Château Sainte Marie           ,87.66666667,87
Château Sainte-Béatrice        ,87,87
Château Saransot-Dupré         ,87.5,87
Château Sergant                ,87.5,87
Château Signac                 ,87,87
Château Soussac                ,87,87
Château Tanesse                ,87.3,87
Château Tassin                 ,87.33333333,87
Château Tayet                  ,87,87
Château Terres Douces          ,87,87
Château Tertre de Belves       ,87,87
Château Tessendey              ,87,87
Château Thieuley               ,87.38461538,87
Château Thuerry                ,87.63636364,87
Château Tour d'Auron           ,87,87
Château Tour de Bigorre        ,87,87
Château Tour Prignac           ,87.75,87
Château Tour Saint Germain     ,87.5,87
Château Tour Saint-Joseph      ,87.33333333,87
Château Tourteran              ,87,87
Château Trocard                ,87,87
Château Truquet                ,87.66666667,87
Château Turcaud                ,87.88888889,87
Château Valade                 ,87.75,87
Château Vartely                ,87.88888889,87
Château Victoria               ,87.5,87
Château Vieux Moulin           ,87,87
Château Vignol                 ,87.25,87
Ciavolich                      ,87,87
Ciavolich Giuseppe             ,87.27272727,87
Cinder                         ,87.9375,87
Cinnabar                       ,87.75438596,87
Citari                         ,87.66666667,87
City Limits                    ,87,87
Clara                          ,87,87
Clarendelle                    ,87.42857143,87
Claude Baron                   ,87.5,87
Claudia Springs                ,87.84615385,87
Clear Night                    ,87.33333333,87
Clement et Florian Berthier    ,87.2,87
Cleto Chiarli                  ,87.54545455,87
Cliffhanger                    ,87.5,87
Clos Alivu                     ,87.66666667,87
Clos Chapon                    ,87,87
Clos d'Audhuy                  ,87.66666667,87
Clos d'Yvigne                  ,87.5,87
Clos de Gamot                  ,87,87
Clos de l'Hermitage            ,87,87
Clos des Menuts                ,87.5,87
Clos des Rocs                  ,87.14285714,87
Clos LaChance                  ,87.93333333,87
Clos Mont-Blanc                ,87,87
Clos Saint-Vincent             ,87,87
Clos Teddi                     ,87.14285714,87
Clovis Point                   ,87.71428571,87
Coach House                    ,87.6,87
Cobblestone                    ,87.70588235,87
Coelho                         ,87.59375,87
Coeur de Terre                 ,87.92,87
Coffee Pot Cellars             ,87.63636364,87
Coghlan                        ,87.14285714,87
Coiled                         ,87,87
Col Vetoraz Spumanti           ,87.85714286,87
Collavini                      ,87.71428571,87
Colle S. Mustiola di Fabio Cenn,87,87
Collina Serragrilli            ,87.5,87
Colmello di Grotta             ,87.5,87
Colombaio                      ,87.5,87
Colonnara                      ,87.5,87
Colores del Sol                ,87,87
Columbia Crest                 ,87.88050314,87
Columbia Winery                ,87.46511628,87
Commanderie de la Bargemone    ,87.95,87
Comoloco                       ,87,87
Compagnie Viticole de Provence ,87,87
Con un Par                     ,87.33333333,87
Concertum                      ,87,87
Concha y Toro                  ,87.6097561,87
Concrete                       ,87.8,87
Condesa Eylo                   ,87.4,87
Condé                          ,87.33333333,87
Consilience                    ,87.81818182,87
Conspire                       ,87.75,87
Constantin Gofas               ,87,87
Conte Collalto                 ,87.125,87
Conte Ferdinando Guicciardini  ,87.66666667,87
Conti di Buscareto             ,87,87
Conti di Sn Bonifacio          ,87.5,87
Conti Formentini               ,87.63636364,87
Contrada Michele               ,87,87
Contrada Santo Spirito di Passo,87,87
Convergence Zone               ,87.375,87
Cooper Mountain                ,87,87
Cooper's Hawk                  ,87,87
Copper Belt                    ,87,87
Coquelicot                     ,87,87
Core Winery                    ,87.5,87
Corinne et Pierre Grossot      ,87,87
Cornarea                       ,87.28571429,87
Corte Adami                    ,87.30769231,87
Corte Archi                    ,87,87
Corte Cariano                  ,87,87
Corte dei Papi                 ,87.5,87
Corte Falco                    ,87,87
Corte Figaretto                ,87,87
Corte Fornello                 ,87,87
Corte Lenguin                  ,87.9,87
Corte Mainente                 ,87.66666667,87
Corte San Benedetto            ,87.71428571,87
Corte Sermana                  ,87,87
Cortes de Cima                 ,87.83333333,87
Cosa Obra                      ,87.14285714,87
Costa de Oro                   ,87.25,87
Costantino                     ,87,87
Costaval                       ,87.75,87
Coto de Gomariz                ,87.33333333,87
Coturri Winery                 ,87,87
Cougar                         ,87.33333333,87
Count Károlyi                  ,87,87
Coup de Grace                  ,87,87
Covides                        ,87.5,87
Cow Bell                       ,87,87
Crane Brothers                 ,87,87
Craneford                      ,87.66666667,87
Crissante Alessandria          ,87,87
Criterion                      ,87,87
Croix Milhas                   ,87,87
Croteaux                       ,87,87
Crucillon                      ,87,87
Cuatro Pasos                   ,87.8,87
Cueva de las Manos             ,87.5,87
Cummins Road                   ,87,87
Cusumano                       ,87.87755102,87
Cuvée Valentin Duc             ,87,87
Cyan                           ,87.71428571,87
Cynthus                        ,87,87
Cà Bianca                      ,87.33333333,87
Cà del Vispo                   ,87,87
Cà del Vént                    ,87,87
Cà di Frara                    ,87.66666667,87
Cà Di Rajo                     ,87.4,87
Cà Salina                      ,87,87
CàMaiol                        ,87.66666667,87
D. Pedro de SoutoMaior         ,87,87
D.H. Gustafson                 ,87,87
Dacapo                         ,87.33333333,87
Dachshund                      ,87.71428571,87
Daedalus Cellars               ,87.8,87
Dalfiume                       ,87,87
Dalÿs                          ,87,87
Damiani                        ,87.67741935,87
Danie de Wet                   ,87.75,87
Daniele Reale                  ,87,87
Dante Rivetti                  ,87,87
Darcie Kent Vineyards          ,87.90909091,87
Dark Earth                     ,87.33333333,87
Dark Horse                     ,87.25,87
Darting                        ,87,87
Dashwood                       ,87,87
Dautel-Cadot                   ,87.25,87
Dauvergne & Ranvier            ,87.90909091,87
David Clinton                  ,87,87
David Frost                    ,87,87
db Winery                      ,87,87
De Faveri                      ,87.4,87
De Paola Vineyard              ,87.5,87
de Restia                      ,87,87
De Saint Gall                  ,87.5,87
De Sante                       ,87.6,87
De Stefani                     ,87.5,87
De Tierra                      ,87.44444444,87
Declaration                    ,87,87
Decoy                          ,87.33333333,87
Deerfield                      ,87.5,87
Deerfield Ranch                ,87.9,87
Dehesas y Viñedos de Navamarín ,87.5,87
Del Carlo Winery               ,87.42857143,87
Delaforce                      ,87.33333333,87
Delgado Zuleta                 ,87.27272727,87
DeLucia Vineyards              ,87.5,87
Denier-Handal                  ,87,87
Denis Dutron                   ,87,87
Denis Jamain                   ,87.6,87
Des Voigne Cellars             ,87.57142857,87
Dessilani                      ,87.83333333,87
Devil's Lair                   ,87,87
DeWaal                         ,87.5,87
Dewitt                         ,87.25,87
DiamAndes                      ,87.58333333,87
Dieter Meier                   ,87,87
Dilao                          ,87,87
Dinastía Vivanco               ,87.0952381,87
Dionysos                       ,87,87
Discovery                      ,87,87
DiStefano                      ,87.33333333,87
Division                       ,87,87
Dolmo                          ,87,87
Domaine Alfred                 ,87.42857143,87
Domaine André Bonhomme         ,87.5,87
Domaine Begude                 ,87,87
Domaine Belland                ,87.5,87
Domaine Bernard Millot         ,87,87
Domaine Bernard Moreau         ,87,87
Domaine Berrien                ,87,87
Domaine Boyar                  ,87.83333333,87
Domaine Campu Vecchiu          ,87,87
Domaine Chasselay              ,87.5,87
Domaine Corine Perchaud        ,87.5,87
Domaine Costa Lazaridi         ,87.76923077,87
Domaine Céline et Frédéric Gueg,87.57142857,87
Domaine d'Arton                ,87.3125,87
Domaine Damien Lorieux         ,87.66666667,87
Domaine Daniel Reverdy et Fils ,87.5,87
Domaine de Beaupré             ,87,87
Domaine de Biéville            ,87,87
Domaine de Cambis              ,87,87
Domaine de Champarlan          ,87,87
Domaine de Colette             ,87.5,87
Domaine de Colonat             ,87.5,87
Domaine de Fenouillet          ,87,87
Domaine de Fonfile             ,87,87
Domaine de Gournier            ,87,87
Domaine de Grandmaison         ,87,87
Domaine de Joÿ                 ,87,87
Domaine de l'Edre              ,87.5,87
Domaine de l'Ermitage          ,87.66666667,87
Domaine de la Bonne Tonne      ,87.66666667,87
Domaine de la Coche            ,87,87
Domaine de la Combe au Loup    ,87.625,87
Domaine de la Jobeline         ,87,87
Domaine de la Madone           ,87.25,87
Domaine de la Métairie d'Alon  ,87,87
Domaine de la Perruche         ,87.75,87
Domaine de la Petite Cassagne  ,87.33333333,87
Domaine de la Potardière       ,87,87
Domaine de la Sanglière        ,87.14814815,87
Domaine de la Sauveuse         ,87,87
Domaine de la Tourlaudière     ,87,87
Domaine de Lischetto           ,87,87
Domaine de Maison Neuve        ,87,87
Domaine de Reuilly             ,87,87
Domaine de Saint-Antoine       ,87,87
Domaine de Terra Vecchia       ,87.4,87
Domaine de Villalin            ,87,87
Domaine des Amoureux           ,87,87
Domaine des Cantarelles        ,87.5,87
Domaine des Fouques            ,87,87
Domaine des Gandines           ,87,87
Domaine des Gaudets            ,87.5,87
Domaine des Levrys             ,87.5,87
Domaine des Nugues             ,87.66666667,87
Domaine des Terrisses          ,87.7,87
Domaine des Valanges           ,87.85714286,87
Domaine du Clos de l'Elu       ,87.5,87
Domaine du Clos du Fief        ,87.28571429,87
Domaine du Cros                ,87,87
Domaine du Jas d'Esclans       ,87.5,87
Domaine du Tariquet            ,87.13888889,87
Domaine du Théron              ,87.16666667,87
Domaine du Vieil Orme          ,87,87
Domaine Dupré                  ,87.76470588,87
Domaine Ernest Burn            ,87.33333333,87
Domaine Eugène Meyer           ,87,87
Domaine François Schmitt       ,87.76,87
Domaine Garnier Fils           ,87,87
Domaine Georg Rafael Vineyards ,87,87
Domaine Gibault                ,87,87
Domaine Gioulis                ,87,87
Domaine Guillot-Broux          ,87.2,87
Domaine Jacourette             ,87.8,87
Domaine Jean Petitot et Fils   ,87,87
Domaine Jean-Philippe Fichet   ,87,87
Domaine Joël Delaunay          ,87,87
Domaine La Borie Blanche       ,87,87
Domaine la Croix Chaptal       ,87,87
Domaine la Paonnerie           ,87,87
Domaine Lafond                 ,87,87
Domaine Laurens                ,87.6,87
Domaine les Cantates           ,87.66666667,87
Domaine les Hautes Noëlles     ,87.33333333,87
Domaine LeSeurre               ,87.18181818,87
Domaine Michel                 ,87.5,87
Domaine Mirabau                ,87,87
Domaine Moltès                 ,87.55555556,87
Domaine Montrose               ,87.25,87
Domaine Nicolas Boiron         ,87,87
Domaine Patrice Colin          ,87.33333333,87
Domaine Perraud                ,87.3,87
Domaine Petroni                ,87.66666667,87
Domaine Philippe Goulley       ,87,87
Domaine Philippe Portier       ,87.5,87
Domaine Pierre Usseglio et Fils,87,87
Domaine Rives-Blanques         ,87,87
