variety,year,price,points,priceq
Cabernet Sauvignon-CarmenĂ,2013,26.3333333333,88,3.0
Cabernet Sauvignon-CarmenĂ,2014,16.5,86,1.0
Cabernet Sauvignon-CarmenĂ,2015,19.25,86,1.0
Cabernet Sauvignon-Malbec ,2006,8.0,82,0.0
Cabernet Sauvignon-Malbec ,2007,10.0,81,0.0
Cabernet Sauvignon-Malbec ,2009,23.8,86,2.0
Cabernet Sauvignon-Malbec ,2010,56.0,87,5.0
Cabernet Sauvignon-Malbec ,2011,31.0,85,4.0
Cabernet Sauvignon-Malbec ,2012,36.0,89,4.0
Cabernet Sauvignon-Malbec ,2013,125.0,94,5.0
Cabernet Sauvignon-Malbec ,2014,49.5,91,5.0
Cabernet Sauvignon-Merlot ,-1,20.0,86,2.0
Cabernet Sauvignon-Merlot ,1848,25.0,89,3.0
Cabernet Sauvignon-Merlot ,1997,47.5,87,5.0
Cabernet Sauvignon-Merlot ,1998,51.0,93,5.0
Cabernet Sauvignon-Merlot ,1999,15.0,85,0.0
Cabernet Sauvignon-Merlot ,2000,15.2,86,1.0
Cabernet Sauvignon-Merlot ,2001,11.0,85,0.0
Cabernet Sauvignon-Merlot ,2002,12.666666666700001,84,0.0
Cabernet Sauvignon-Merlot ,2003,32.5,86,4.0
Cabernet Sauvignon-Merlot ,2004,31.125,88,4.0
Cabernet Sauvignon-Merlot ,2005,19.375,87,1.0
Cabernet Sauvignon-Merlot ,2006,20.3333333333,87,2.0
Cabernet Sauvignon-Merlot ,2007,18.8333333333,88,1.0
Cabernet Sauvignon-Merlot ,2008,35.0,89,4.0
Cabernet Sauvignon-Merlot ,2009,36.6666666667,88,4.0
Cabernet Sauvignon-Merlot ,2010,36.2727272727,87,4.0
Cabernet Sauvignon-Merlot ,2011,30.0,86,3.0
Cabernet Sauvignon-Merlot ,2012,29.6666666667,89,3.0
Cabernet Sauvignon-Merlot ,2013,37.0,88,4.0
Cabernet Sauvignon-Merlot ,2014,20.5,87,2.0
Cabernet Sauvignon-Merlot ,2015,12.25,86,0.0
Cabernet Sauvignon-Merlot ,2016,11.666666666700001,86,0.0
Cabernet Sauvignon-Merlot-,2009,10.0,87,0.0
Cabernet Sauvignon-Merlot-,2013,20.0,91,2.0
Cabernet Sauvignon-Sangiov,2007,45.0,87,5.0
Cabernet Sauvignon-Sangiov,2008,30.0,88,3.0
Cabernet Sauvignon-Sangiov,2010,32.0,90,4.0
Cabernet Sauvignon-Sangiov,2011,45.0,88,5.0
Cabernet Sauvignon-Sangiov,2013,50.0,90,5.0
Cabernet Sauvignon-Sangiov,2014,35.0,89,4.0
Cabernet Sauvignon-Shiraz ,1999,12.0,86,0.0
Cabernet Sauvignon-Shiraz ,2000,9.0,83,0.0
Cabernet Sauvignon-Shiraz ,2003,40.0,81,4.0
Cabernet Sauvignon-Shiraz ,2004,125.0,92,5.0
Cabernet Sauvignon-Shiraz ,2005,9.0,88,0.0
Cabernet Sauvignon-Shiraz ,2006,21.75,86,2.0
Cabernet Sauvignon-Shiraz ,2007,36.0,91,4.0
Cabernet Sauvignon-Shiraz ,2008,37.3333333333,91,4.0
Cabernet Sauvignon-Shiraz ,2009,35.0,91,4.0
Cabernet Sauvignon-Shiraz ,2010,24.5,87,3.0
Cabernet Sauvignon-Shiraz ,2011,13.0,85,0.0
Cabernet Sauvignon-Shiraz ,2012,16.0,90,1.0
Cabernet Sauvignon-Shiraz ,2013,33.6666666667,91,4.0
Cabernet Sauvignon-Shiraz ,2014,,90,
Cabernet Sauvignon-Shiraz ,2015,23.0,90,2.0
Cabernet Sauvignon-Syrah  ,-1,25.0,90,3.0
Cabernet Sauvignon-Syrah  ,1999,14.0,88,0.0
Cabernet Sauvignon-Syrah  ,2001,14.0,85,0.0
Cabernet Sauvignon-Syrah  ,2004,36.0,86,4.0
Cabernet Sauvignon-Syrah  ,2005,33.25,88,4.0
Cabernet Sauvignon-Syrah  ,2006,36.6666666667,89,4.0
Cabernet Sauvignon-Syrah  ,2007,27.2,89,3.0
Cabernet Sauvignon-Syrah  ,2008,46.3076923077,89,5.0
Cabernet Sauvignon-Syrah  ,2009,36.176470588200004,88,4.0
Cabernet Sauvignon-Syrah  ,2010,23.8888888889,88,2.0
Cabernet Sauvignon-Syrah  ,2011,26.5,88,3.0
Cabernet Sauvignon-Syrah  ,2012,32.1,87,4.0
Cabernet Sauvignon-Syrah  ,2013,43.1428571429,89,5.0
Cabernet Sauvignon-Syrah  ,2014,40.6,89,5.0
Cabernet Sauvignon-Syrah  ,2015,14.0,88,0.0
Cabernet Sauvignon-Tempran,1898,13.5,88,0.0
Cabernet Sauvignon-Tempran,2004,17.0,81,1.0
Cabernet Sauvignon-Tempran,2006,12.0,87,0.0
Cabernet Sauvignon-Tempran,2009,17.0,86,1.0
Cabernet Sauvignon-Tempran,2010,13.75,86,0.0
Cabernet Sauvignon-Tempran,2011,14.0,86,0.0
Cabernet Sauvignon-Tempran,2012,14.0,86,0.0
Cabernet-Malbec           ,2014,11.0,86,0.0
Cabernet-Shiraz           ,2013,83.5,91,5.0
Cabernet-Syrah            ,2005,20.0,87,2.0
Cabernet-Syrah            ,2007,30.0,93,3.0
Cabernet-Syrah            ,2008,27.0,92,3.0
Cabernet-Syrah            ,2009,40.0,88,4.0
Cabernet-Syrah            ,2010,22.6,88,2.0
Cabernet-Syrah            ,2011,22.0,88,2.0
Cabernet-Syrah            ,2014,28.0,89,3.0
Canaiolo                  ,2009,17.0,87,1.0
Canaiolo                  ,2012,52.5,89,5.0
Cannonau                  ,2001,22.0,88,2.0
Cannonau                  ,2006,15.0,87,0.0
Cannonau                  ,2007,42.0,89,5.0
Cannonau                  ,2008,25.5,86,3.0
Cannonau                  ,2009,26.6666666667,87,3.0
Cannonau                  ,2010,30.75,87,4.0
Cannonau                  ,2011,30.3333333333,88,4.0
Cannonau                  ,2012,21.6,87,2.0
Cannonau                  ,2013,18.1666666667,89,1.0
Cannonau                  ,2014,24.0,89,3.0
Caprettone                ,2012,19.0,92,1.0
Carcajolu                 ,2015,21.0,88,2.0
Carignan                  ,2005,52.5,91,5.0
Carignan                  ,2006,29.0,89,3.0
Carignan                  ,2007,19.3333333333,87,1.0
Carignan                  ,2008,21.8,87,2.0
Carignan                  ,2009,26.75,88,3.0
Carignan                  ,2010,28.3333333333,88,3.0
Carignan                  ,2011,32.2857142857,87,4.0
Carignan                  ,2012,103.0,88,5.0
Carignan                  ,2013,38.0,88,4.0
Carignan                  ,2014,64.0714285714,90,5.0
Carignan                  ,2015,19.5,90,1.0
Carignan-Grenache         ,2009,20.0,85,2.0
Carignan-Grenache         ,2010,32.5,90,4.0
Carignan-Grenache         ,2012,17.0,90,1.0
Carignan-Grenache         ,2013,33.5,89,4.0
Carignan-Grenache         ,2014,30.0,89,3.0
Carignan-Syrah            ,2012,80.0,92,5.0
Carignan-Syrah            ,2014,17.0,89,1.0
Carignane                 ,1999,20.0,86,2.0
Carignane                 ,2005,20.0,85,2.0
Carignane                 ,2008,22.0,87,2.0
Carignane                 ,2009,32.0,88,4.0
Carignane                 ,2010,19.0,85,1.0
Carignane                 ,2011,28.3333333333,88,3.0
Carignane                 ,2012,26.5,88,3.0
Carignane                 ,2013,28.875,90,3.0
Carignane                 ,2014,29.6,89,3.0
Carignane                 ,2015,28.0,90,3.0
Carignano                 ,2000,22.0,89,2.0
Carignano                 ,2003,85.0,91,5.0
Carignano                 ,2007,47.6666666667,90,5.0
Carignano                 ,2008,58.0,88,5.0
Carignano                 ,2010,15.0,92,0.0
Carignano                 ,2011,36.0,90,4.0
Carignano                 ,2012,21.0,90,2.0
Carignano                 ,2013,21.0,90,2.0
CarineĂąa                 ,2004,45.0,87,5.0
CarineĂąa                 ,2013,21.5,86,2.0
CarineĂąa                 ,2015,11.5,85,0.0
CariĂąena-Garnacha        ,2013,31.0,89,4.0
CariĂąena-Garnacha        ,2014,31.0,90,4.0
CarmenĂ¨re                ,-1,30.0,87,3.0
CarmenĂ¨re                ,1998,12.0,84,0.0
CarmenĂ¨re                ,1999,11.0,88,0.0
CarmenĂ¨re                ,2000,15.75,86,1.0
CarmenĂ¨re                ,2001,9.75,85,0.0
CarmenĂ¨re                ,2002,9.0,84,0.0
CarmenĂ¨re                ,2003,74.0,92,5.0
CarmenĂ¨re                ,2005,24.1666666667,87,3.0
CarmenĂ¨re                ,2006,15.833333333299999,86,1.0
CarmenĂ¨re                ,2007,18.925,86,1.0
CarmenĂ¨re                ,2008,23.177777777800003,86,2.0
CarmenĂ¨re                ,2009,22.254545454499997,86,2.0
CarmenĂ¨re                ,2010,20.3164556962,86,2.0
CarmenĂ¨re                ,2011,22.4603174603,86,2.0
CarmenĂ¨re                ,2012,25.0,87,3.0
CarmenĂ¨re                ,2013,23.741935483899997,86,2.0
CarmenĂ¨re                ,2014,18.4181818182,86,1.0
CarmenĂ¨re                ,2015,19.3333333333,86,1.0
CarmenĂ¨re                ,2016,9.3333333333,85,0.0
CarmenĂ¨re-Cabernet Sauvig,2006,,83,
CarmenĂ¨re-Cabernet Sauvig,2007,20.0,88,2.0
CarmenĂ¨re-Cabernet Sauvig,2009,15.0,89,0.0
CarmenĂ¨re-Cabernet Sauvig,2010,50.0,92,5.0
CarmenĂ¨re-Cabernet Sauvig,2011,13.0,87,0.0
CarmenĂ¨re-Cabernet Sauvig,2013,66.0,92,5.0
CarmenĂ¨re-Syrah          ,2007,11.0,85,0.0
CarmenĂ¨re-Syrah          ,2008,37.0,91,4.0
CarmenĂ¨re-Syrah          ,2010,12.0,84,0.0
CarmenĂ¨re-Syrah          ,2012,37.0,90,4.0
CarmenĂ¨re-Syrah          ,2013,15.0,83,0.0
CarmenĂ¨re-Syrah          ,2015,12.0,87,0.0
Carricante                ,-1,38.0,89,4.0
Carricante                ,1994,195.0,92,5.0
Carricante                ,2005,32.5,88,4.0
Carricante                ,2006,75.0,93,5.0
Carricante                ,2007,32.6666666667,89,4.0
Carricante                ,2008,48.0,90,5.0
Carricante                ,2009,45.0,91,5.0
Carricante                ,2010,36.5,91,4.0
Carricante                ,2011,30.6666666667,90,4.0
Carricante                ,2012,42.5,90,5.0
Carricante                ,2013,28.6,89,3.0
Carricante                ,2014,34.0,88,4.0
Carricante                ,2015,29.1428571429,90,3.0
Casavecchia               ,2006,26.0,85,3.0
Casavecchia               ,2007,58.0,90,5.0
Casavecchia               ,2011,45.0,85,5.0
CastelĂŁo                 ,-1,7.0,83,0.0
CastelĂŁo                 ,2000,10.0,86,0.0
CastelĂŁo                 ,2002,10.0,85,0.0
CastelĂŁo                 ,2007,8.0,84,0.0
CastelĂŁo                 ,2008,8.0,85,0.0
CastelĂŁo                 ,2009,42.5,89,5.0
CastelĂŁo                 ,2010,22.0,88,2.0
CastelĂŁo                 ,2011,13.8,88,0.0
CastelĂŁo                 ,2012,14.666666666700001,88,0.0
CastelĂŁo                 ,2013,17.4,88,1.0
CastelĂŁo                 ,2014,13.0,86,0.0
CastelĂŁo                 ,2016,30.0,86,3.0
Catalanesca               ,2012,19.0,89,1.0
Catarratto                ,-1,12.0,87,0.0
Catarratto                ,2007,12.0,84,0.0
Catarratto                ,2008,18.0,87,1.0
Catarratto                ,2009,17.0,87,1.0
Catarratto                ,2010,17.6,86,1.0
Catarratto                ,2011,16.0,86,1.0
Catarratto                ,2012,74.0,87,5.0
Catarratto                ,2013,16.25,86,1.0
Catarratto                ,2015,23.1428571429,87,2.0
Cayuga                    ,2011,19.0,84,1.0
Cayuga                    ,2013,13.0,85,0.0
Centesimino               ,2015,36.0,92,4.0
Cerceal                   ,2009,50.0,89,5.0
Cerceal                   ,2011,54.0,89,5.0
Cerceal                   ,2015,30.0,91,3.0
Cercial                   ,2014,50.0,88,5.0
Cesanese                  ,2012,20.0,90,2.0
Cesanese d'Affile         ,2009,30.3333333333,89,4.0
Cesanese d'Affile         ,2010,17.0,87,1.0
Cesanese d'Affile         ,2011,18.0,86,1.0
Chambourcin               ,-1,11.0,86,0.0
Chambourcin               ,2005,25.0,83,3.0
Chambourcin               ,2007,12.5,82,0.0
Chambourcin               ,2008,14.0,80,0.0
Chambourcin               ,2009,10.0,85,0.0
Chambourcin               ,2010,21.25,84,2.0
Chambourcin               ,2011,17.0,83,1.0
Chambourcin               ,2013,26.5,86,3.0
Chambourcin               ,2014,16.0,82,1.0
Champagne Blend           ,-1,55.697318007700005,88,5.0
Champagne Blend           ,1988,131.6666666667,89,5.0
Champagne Blend           ,1989,66.6666666667,86,5.0
Champagne Blend           ,1990,170.25,90,5.0
Champagne Blend           ,1991,64.0,88,5.0
Champagne Blend           ,1992,55.25,91,5.0
Champagne Blend           ,1993,44.5,89,5.0
Champagne Blend           ,1994,62.25,88,5.0
Champagne Blend           ,1995,58.5217391304,90,5.0
Champagne Blend           ,1996,62.1538461538,89,5.0
Champagne Blend           ,1997,44.714285714300004,88,5.0
Champagne Blend           ,1998,206.4285714286,92,5.0
Champagne Blend           ,1999,116.9230769231,91,5.0
Champagne Blend           ,2000,103.380952381,91,5.0
Champagne Blend           ,2001,74.5,90,5.0
Champagne Blend           ,2002,125.42857142860001,92,5.0
Champagne Blend           ,2003,89.1818181818,91,5.0
Champagne Blend           ,2004,110.1612903226,92,5.0
Champagne Blend           ,2005,104.43243243239999,91,5.0
Champagne Blend           ,2006,118.6875,92,5.0
Champagne Blend           ,2007,111.2857142857,92,5.0
Champagne Blend           ,2008,102.04081632649999,92,5.0
Champagne Blend           ,2009,104.3125,91,5.0
Champagne Blend           ,2010,57.6666666667,90,5.0
Champagne Blend           ,2011,57.4444444444,91,5.0
Champagne Blend           ,2012,59.0,92,5.0
Champagne Blend           ,2013,32.0,92,4.0
Champagne Blend           ,2014,31.0,87,4.0
Champagne Blend           ,2015,23.6666666667,86,2.0
Chancellor                ,2006,20.0,81,2.0
Chancellor                ,2007,12.0,80,0.0
Charbono                  ,2007,33.6666666667,87,4.0
Charbono                  ,2008,31.25,86,4.0
Charbono                  ,2010,36.6666666667,87,4.0
Charbono                  ,2011,32.0,89,4.0
Charbono                  ,2012,39.2,90,4.0
Charbono                  ,2014,34.5,90,4.0
Charbono                  ,2015,29.6666666667,88,3.0
Chardonel                 ,2010,11.0,83,0.0
Chardonnay                ,-1,49.729411764700004,89,5.0
Chardonnay                ,1848,25.0,88,3.0
Chardonnay                ,1852,16.8333333333,87,1.0
Chardonnay                ,1985,216.0,96,5.0
Chardonnay                ,1988,200.0,93,5.0
Chardonnay                ,1994,13.0,82,0.0
Chardonnay                ,1995,,91,
Chardonnay                ,1996,210.0,93,5.0
Chardonnay                ,1997,33.5,89,4.0
Chardonnay                ,1998,29.6730769231,87,3.0
Chardonnay                ,1999,24.2346938776,86,3.0
Chardonnay                ,2000,28.6666666667,87,3.0
Chardonnay                ,2001,18.7627118644,86,1.0
Chardonnay                ,2002,57.7173913043,87,5.0
Chardonnay                ,2003,57.6,89,5.0
Chardonnay                ,2004,66.6274509804,89,5.0
Chardonnay                ,2005,38.2288557214,88,4.0
Chardonnay                ,2006,36.236294896,87,4.0
Chardonnay                ,2007,31.1043841336,87,4.0
Chardonnay                ,2008,33.2288,87,4.0
Chardonnay                ,2009,34.068627451,87,4.0
Chardonnay                ,2010,33.4941176471,87,4.0
Chardonnay                ,2011,32.7827027027,87,4.0
Chardonnay                ,2012,33.0666666667,88,4.0
Chardonnay                ,2013,36.240268456399996,88,4.0
Chardonnay                ,2014,38.0946643718,89,4.0
Chardonnay                ,2015,32.0178571429,88,4.0
Chardonnay                ,2016,18.489626555999997,87,1.0
Chardonnay                ,2017,13.333333333299999,85,0.0
Chardonnay Weissburgunder ,2005,58.0,94,5.0
Chardonnay Weissburgunder ,2008,25.0,90,3.0
Chardonnay-AlbariĂąo      ,2010,28.0,91,3.0
Chardonnay-AlbariĂąo      ,2012,34.0,92,4.0
Chardonnay-Pinot Blanc    ,2005,36.3333333333,88,4.0
Chardonnay-Pinot Blanc    ,2010,36.0,90,4.0
Chardonnay-Pinot Blanc    ,2013,26.0,88,3.0
Chardonnay-Pinot Gris     ,2014,17.0,85,1.0
Chardonnay-Riesling       ,2015,24.0,87,3.0
Chardonnay-Sauvignon      ,2007,15.0,87,0.0
Chardonnay-Sauvignon      ,2009,14.0,84,0.0
Chardonnay-Sauvignon      ,2010,13.5,85,0.0
Chardonnay-Sauvignon      ,2012,13.0,88,0.0
Chardonnay-Sauvignon Blanc,2014,16.0,88,1.0
Chardonnay-Sauvignon Blanc,2015,12.0,87,0.0
Chardonnay-Sauvignon Blanc,2016,12.0,88,0.0
Chardonnay-Semillon       ,2006,16.0,86,1.0
Chardonnay-Semillon       ,2010,16.0,86,1.0
Chardonnay-Semillon       ,2012,21.0,87,2.0
Chardonnay-Viognier       ,-1,27.5,85,3.0
Chardonnay-Viognier       ,2006,20.0,86,2.0
Chardonnay-Viognier       ,2007,16.0,84,1.0
Chardonnay-Viognier       ,2008,15.25,86,1.0
Chardonnay-Viognier       ,2009,14.5,84,0.0
Chardonnay-Viognier       ,2010,16.2,85,1.0
Chardonnay-Viognier       ,2011,15.0,85,0.0
Chardonnay-Viognier       ,2012,27.5,86,3.0
Chardonnay-Viognier       ,2013,14.0,83,0.0
Chardonnay-Viognier       ,2014,21.0,87,2.0
Chardonnay-Viognier       ,2015,10.5,85,0.0
Chardonnay-Viognier       ,2016,12.666666666700001,86,0.0
Chasselas                 ,2010,,89,
Chasselas                 ,2012,23.0,88,2.0
Chasselas                 ,2013,20.0,90,2.0
Chasselas                 ,2014,20.5,89,2.0
Chasselas                 ,2015,22.0,89,2.0
Chelois                   ,2012,20.0,83,2.0
Chelois                   ,2014,25.0,87,3.0
Chenin Blanc              ,-1,19.6666666667,87,2.0
Chenin Blanc              ,1982,64.0,95,5.0
Chenin Blanc              ,1995,103.0,89,5.0
Chenin Blanc              ,1996,35.0,92,4.0
Chenin Blanc              ,1998,7.5,84,0.0
Chenin Blanc              ,1999,13.0,88,0.0
Chenin Blanc              ,2000,12.0,86,0.0
Chenin Blanc              ,2001,6.0,86,0.0
Chenin Blanc              ,2002,20.0,89,2.0
Chenin Blanc              ,2003,,93,
Chenin Blanc              ,2004,37.0,90,4.0
Chenin Blanc              ,2005,37.8333333333,89,4.0
Chenin Blanc              ,2006,20.8181818182,88,2.0
Chenin Blanc              ,2007,14.6363636364,87,0.0
Chenin Blanc              ,2008,23.9523809524,89,3.0
Chenin Blanc              ,2009,31.5609756098,89,4.0
Chenin Blanc              ,2010,23.1176470588,89,2.0
Chenin Blanc              ,2011,23.493150684899998,88,2.0
Chenin Blanc              ,2012,22.0,88,2.0
Chenin Blanc              ,2013,22.4423076923,88,2.0
Chenin Blanc              ,2014,24.6162790698,88,3.0
Chenin Blanc              ,2015,20.7878787879,88,2.0
Chenin Blanc              ,2016,19.4242424242,88,1.0
Chenin Blanc-Chardonnay   ,-1,18.5454545455,88,1.0
Chenin Blanc-Chardonnay   ,2004,22.0,88,2.0
Chenin Blanc-Chardonnay   ,2006,18.0,87,1.0
Chenin Blanc-Chardonnay   ,2007,12.0,88,0.0
Chenin Blanc-Chardonnay   ,2008,12.0,89,0.0
Chenin Blanc-Chardonnay   ,2009,15.0,88,0.0
Chenin Blanc-Chardonnay   ,2010,15.0,91,0.0
Chenin Blanc-Chardonnay   ,2011,9.0,85,0.0
Chenin Blanc-Chardonnay   ,2012,15.0,89,0.0
Chenin Blanc-Chardonnay   ,2013,,84,
Chenin Blanc-Chardonnay   ,2014,12.5,87,0.0
Chenin Blanc-Chardonnay   ,2015,12.0,87,0.0
Chenin Blanc-Chardonnay   ,2016,13.0,86,0.0
Chenin Blanc-Sauvignon Bla,2008,10.0,84,0.0
Chenin Blanc-Sauvignon Bla,2010,9.5,85,0.0
Chenin Blanc-Sauvignon Bla,2011,14.0,86,0.0
Chenin Blanc-Sauvignon Bla,2013,10.0,85,0.0
Chenin Blanc-Viognier     ,2009,12.0,89,0.0
Chenin Blanc-Viognier     ,2010,24.5,88,3.0
Chenin Blanc-Viognier     ,2011,13.5,85,0.0
Chenin Blanc-Viognier     ,2012,14.0,86,0.0
Chenin Blanc-Viognier     ,2014,16.0,90,1.0
Chenin Blanc-Viognier     ,2016,16.0,88,1.0
Chinuri                   ,2010,18.0,87,1.0
Chinuri                   ,2014,30.0,87,3.0
Chinuri                   ,2015,28.0,84,3.0
Ciliegiolo                ,2008,28.0,86,3.0
Ciliegiolo                ,2010,32.0,88,4.0
Ciliegiolo                ,2012,32.0,89,4.0
Cinsault                  ,2005,27.0,87,3.0
Cinsault                  ,2006,22.0,88,2.0
Cinsault                  ,2007,10.0,86,0.0
Cinsault                  ,2008,10.0,85,0.0
Cinsault                  ,2010,22.5,89,2.0
Cinsault                  ,2011,25.0,87,3.0
Cinsault                  ,2012,30.2222222222,89,4.0
Cinsault                  ,2013,27.0,90,3.0
Cinsault                  ,2014,28.1111111111,88,3.0
Cinsault                  ,2015,33.5,90,4.0
Cinsault                  ,2016,20.0,88,2.0
Clairette                 ,2008,12.0,88,0.0
Clairette                 ,2015,,90,
Clairette                 ,2016,30.0,89,3.0
Claret                    ,2006,31.0,86,4.0
Claret                    ,2007,47.5,86,5.0
Claret                    ,2008,58.3333333333,89,5.0
