variety,year,price,points
Muscadelle                ,2013,27.0,91
Muscadelle                ,2014,29.0,90
Muscadelle                ,2015,29.0,90
Muscadine                 ,2013,20.0,85
Muscadine                 ,2014,25.0,86
Muscat                    ,-1,64.85,90
Muscat                    ,1998,7.0,87
Muscat                    ,1999,9.5,87
Muscat                    ,2001,13.5,89
Muscat                    ,2002,14.0,85
Muscat                    ,2003,30.0,87
Muscat                    ,2004,21.0,87
Muscat                    ,2005,27.3333333333,88
Muscat                    ,2006,21.0,88
Muscat                    ,2007,52.6,91
Muscat                    ,2008,23.0,88
Muscat                    ,2009,20.7142857143,87
Muscat                    ,2010,15.0,88
Muscat                    ,2011,23.5714285714,86
Muscat                    ,2012,18.0,86
Muscat                    ,2013,24.6666666667,88
Muscat                    ,2014,26.7333333333,88
Muscat                    ,2015,23.2142857143,88
Muscat Blanc              ,2006,18.0,90
Muscat Blanc              ,2007,24.5,92
Muscat Blanc              ,2008,19.0,89
Muscat Blanc              ,2009,20.0,88
Muscat Blanc              ,2010,18.0,88
Muscat Blanc              ,2012,20.0,87
Muscat Blanc              ,2014,22.6666666667,86
Muscat Blanc à Petits Gra,-1,12.0,87
Muscat Blanc à Petits Gra,2009,,84
Muscat Blanc à Petits Gra,2013,20.0,87
Muscat Canelli            ,-1,39.0,89
Muscat Canelli            ,1999,12.0,88
Muscat Canelli            ,2000,32.0,93
Muscat Canelli            ,2001,12.0,89
Muscat Canelli            ,2006,15.0,85
Muscat Canelli            ,2008,13.5,85
Muscat Canelli            ,2009,20.3333333333,87
Muscat Canelli            ,2010,14.0,87
Muscat Canelli            ,2012,19.625,86
Muscat Canelli            ,2013,20.5,85
Muscat Canelli            ,2014,22.3333333333,91
Muscat Canelli            ,2015,19.3333333333,87
Muscat Canelli            ,2016,27.0,88
Muscat d'Alexandrie       ,2003,16.0,88
Muscat d'Alexandrie       ,2010,15.0,84
Muscat d'Alexandrie       ,2014,25.0,87
Muscat Hamburg            ,-1,15.5,88
Muscat Hamburg            ,2012,32.0,88
Muscat Hamburg            ,2013,12.0,88
Muscat of Alexandria      ,2007,16.5,85
Muscat of Alexandria      ,2014,26.0,91
Muscatel                  ,2011,17.6666666667,87
Muskat                    ,2013,,90
Muskat                    ,2015,18.0,89
Muskat Ottonel            ,2006,12.0,84
Muskat Ottonel            ,2007,7.0,84
Muskat Ottonel            ,2008,,93
Muskat Ottonel            ,2009,9.0,80
Muskat Ottonel            ,2010,13.0,89
Muskat Ottonel            ,2011,10.5,87
Muskat Ottonel            ,2012,17.5,85
Muskat Ottonel            ,2013,12.0,87
Muskat Ottonel            ,2014,20.0,89
Muskat Ottonel            ,2015,22.0,85
Muskat Ottonel            ,2016,17.3333333333,87
Muskateller               ,2000,23.0,86
Muskateller               ,2007,28.0,88
Muskateller               ,2013,26.0,87
Muskateller               ,2014,25.0,85
Müller-Thurgau           ,-1,18.6666666667,88
Müller-Thurgau           ,2000,10.5,83
Müller-Thurgau           ,2001,12.5,88
Müller-Thurgau           ,2002,27.0,87
Müller-Thurgau           ,2006,18.0,84
Müller-Thurgau           ,2009,17.5,86
Müller-Thurgau           ,2010,22.3333333333,86
Müller-Thurgau           ,2011,23.6666666667,87
Müller-Thurgau           ,2012,18.25,87
Müller-Thurgau           ,2013,19.4,86
Müller-Thurgau           ,2014,21.1818181818,87
Müller-Thurgau           ,2015,26.25,87
Müller-Thurgau           ,2016,18.0,88
Narince                   ,2011,30.0,89
Narince                   ,2012,25.0,89
Narince                   ,2013,15.0,87
Narince                   ,2014,21.5,85
Narince                   ,2015,18.0,87
Nascetta                  ,2009,29.0,88
Nascetta                  ,2011,33.0,87
Nascetta                  ,2014,23.0,88
Nascetta                  ,2015,,87
Nasco                     ,2010,55.0,90
Nasco                     ,2014,20.0,91
Nebbiolo                  ,-1,,90
Nebbiolo                  ,1995,50.0,92
Nebbiolo                  ,1996,29.0,88
Nebbiolo                  ,1998,100.0,90
Nebbiolo                  ,2000,66.7142857143,90
Nebbiolo                  ,2001,55.5,88
Nebbiolo                  ,2002,73.0,86
Nebbiolo                  ,2003,59.6538461538,88
Nebbiolo                  ,2004,65.8441558442,90
Nebbiolo                  ,2005,75.8863636364,90
Nebbiolo                  ,2006,70.5135135135,91
Nebbiolo                  ,2007,70.6294117647,91
Nebbiolo                  ,2008,67.9914529915,89
Nebbiolo                  ,2009,69.3738738739,90
Nebbiolo                  ,2010,67.6556016598,90
Nebbiolo                  ,2011,66.6060606061,90
Nebbiolo                  ,2012,58.8255033557,89
Nebbiolo                  ,2013,66.9238095238,90
Nebbiolo                  ,2014,50.9292929293,89
Nebbiolo                  ,2015,21.0,89
Negrette                  ,2001,20.0,83
Negrette                  ,2010,35.0,89
Negrette                  ,2011,21.5,89
Negrette                  ,2012,19.0,89
Negrette                  ,2013,20.0,87
Negrette                  ,2014,19.5,87
Negrette                  ,2015,13.0,86
Negrette                  ,2016,15.0,86
Negroamaro                ,-1,10.0,86
Negroamaro                ,2001,15.0,87
Negroamaro                ,2003,11.5,85
Negroamaro                ,2004,11.0,86
Negroamaro                ,2005,23.6666666667,87
Negroamaro                ,2006,14.3333333333,86
Negroamaro                ,2007,13.25,86
Negroamaro                ,2008,15.5,87
Negroamaro                ,2009,15.0,86
Negroamaro                ,2010,32.9,87
Negroamaro                ,2011,15.2222222222,86
Negroamaro                ,2012,19.1333333333,87
Negroamaro                ,2013,19.0,87
Nerello Cappuccio         ,2006,36.0,90
Nerello Cappuccio         ,2010,50.0,92
Nerello Cappuccio         ,2013,35.0,88
Nerello Cappuccio         ,2014,25.0,88
Nerello Mascalese         ,-1,52.5,90
Nerello Mascalese         ,1877,38.75,88
Nerello Mascalese         ,1999,30.0,84
Nerello Mascalese         ,2004,19.0,89
Nerello Mascalese         ,2005,28.0,86
Nerello Mascalese         ,2006,47.5,90
Nerello Mascalese         ,2007,47.8888888889,89
Nerello Mascalese         ,2008,34.3333333333,90
Nerello Mascalese         ,2009,39.4545454545,89
Nerello Mascalese         ,2010,38.3333333333,89
Nerello Mascalese         ,2011,42.7142857143,89
Nerello Mascalese         ,2012,53.3181818182,90
Nerello Mascalese         ,2013,38.3333333333,89
Nerello Mascalese         ,2014,27.0,92
Nerello Mascalese         ,2015,21.375,88
Nero d'Avola              ,1875,13.6666666667,86
Nero d'Avola              ,2000,31.0,88
Nero d'Avola              ,2002,,87
Nero d'Avola              ,2003,38.0,87
Nero d'Avola              ,2004,46.1666666667,90
Nero d'Avola              ,2005,32.3,87
Nero d'Avola              ,2006,27.5294117647,87
Nero d'Avola              ,2007,27.3125,87
Nero d'Avola              ,2008,33.25,87
Nero d'Avola              ,2009,21.1612903226,87
Nero d'Avola              ,2010,21.85,87
Nero d'Avola              ,2011,21.125,86
Nero d'Avola              ,2012,22.4146341463,87
Nero d'Avola              ,2013,21.4423076923,87
Nero d'Avola              ,2014,21.0697674419,87
Nero d'Avola              ,2015,15.9375,87
Nero d'Avola              ,2016,14.25,87
Nero di Troia             ,2004,75.0,89
Nero di Troia             ,2005,60.0,92
Nero di Troia             ,2006,18.6666666667,86
Nero di Troia             ,2008,23.0,89
Nero di Troia             ,2009,32.6666666667,86
Nero di Troia             ,2010,18.5,87
Nero di Troia             ,2011,32.3333333333,89
Nero di Troia             ,2012,14.3333333333,86
Neuburger                 ,2012,,92
Neuburger                 ,2013,30.0,90
Neuburger                 ,2014,21.0,92
Neuburger                 ,2015,21.0,90
Neuburger                 ,2016,23.6666666667,89
Nielluciu                 ,2008,24.0,88
Nielluciu                 ,2012,24.0,89
Nielluciu                 ,2015,22.0,90
Norton                    ,-1,18.0,83
Norton                    ,2006,35.0,86
Norton                    ,2007,21.0,83
Norton                    ,2008,28.75,84
Norton                    ,2009,25.6666666667,84
Norton                    ,2010,25.0,82
Norton                    ,2012,18.0,84
Norton                    ,2015,39.0,86
Nosiola                   ,1997,47.0,94
Nosiola                   ,2002,35.0,89
Nosiola                   ,2012,20.0,86
Nosiola                   ,2013,38.0,88
Nosiola                   ,2014,17.0,85
Nosiola                   ,2015,14.0,87
Nuragus                   ,2012,16.0,89
Nuragus                   ,2014,16.0,88
Ojaleshi                  ,2012,18.0,88
Okuzgozu                  ,2008,20.0,88
Okuzgozu                  ,2009,20.0,88
Okuzgozu                  ,2010,33.0,92
Okuzgozu                  ,2011,35.0,92
Okuzgozu                  ,2012,21.5,89
Okuzgozu                  ,2013,23.0,90
Okuzgozu                  ,2014,17.0,87
Ondenc                    ,2014,15.0,90
Orange Muscat             ,-1,19.0,88
Orange Muscat             ,2007,17.0,92
Orange Muscat             ,2008,18.5,87
Orange Muscat             ,2009,21.5,87
Orange Muscat             ,2010,21.0,93
Orange Muscat             ,2011,17.5,85
Orange Muscat             ,2012,17.0,87
Orange Muscat             ,2013,35.5,88
Orange Muscat             ,2014,16.0,87
Orange Muscat             ,2015,14.0,90
Orange Muscat             ,2016,18.0,88
Orangetraube              ,2015,22.0,90
Other                     ,-1,27.0,89
Otskhanuri Sapere         ,2014,30.0,90
Pallagrello               ,2006,32.0,87
Pallagrello               ,2007,39.5,88
Pallagrello               ,2008,16.0,86
Pallagrello               ,2009,53.0,88
Pallagrello               ,2011,31.0,88
Pallagrello Bianco        ,2012,31.6,87
Pallagrello Nero          ,2011,41.0,87
Palomino                  ,-1,37.6111111111,89
Pansa Blanca              ,2007,12.0,87
Pansa Blanca              ,2010,12.0,87
Pansa Blanca              ,2012,15.0,86
Pansa Blanca              ,2014,20.3333333333,85
Pansa Blanca              ,2015,18.625,85
Papaskarasi               ,2014,20.0,88
Papaskarasi               ,2015,24.0,84
Paralleda                 ,2000,11.0,83
Parraleta                 ,2004,14.0,86
Passerina                 ,-1,22.0,85
Passerina                 ,2000,35.0,88
Passerina                 ,2006,25.0,91
Passerina                 ,2007,19.0,85
Passerina                 ,2008,12.0,85
Passerina                 ,2009,13.0,85
Passerina                 ,2010,15.0,86
Passerina                 ,2011,15.3333333333,86
Passerina                 ,2012,14.8,85
País                     ,2010,18.0,83
Pecorino                  ,-1,26.0,85
Pecorino                  ,2005,55.0,88
Pecorino                  ,2006,20.0,86
Pecorino                  ,2007,,87
Pecorino                  ,2009,17.8,87
Pecorino                  ,2010,20.5,87
Pecorino                  ,2011,21.7777777778,86
Pecorino                  ,2012,17.5238095238,87
Pecorino                  ,2014,19.0,88
Pedro Ximénez            ,-1,31.1,90
Pedro Ximénez            ,1827,20.0,91
Pedro Ximénez            ,1927,27.5,95
Pedro Ximénez            ,1947,258.0,93
Pedro Ximénez            ,1985,33.0,89
Pedro Ximénez            ,2003,11.0,90
Pedro Ximénez            ,2004,23.5,92
Pedro Ximénez            ,2005,21.0,91
Pedro Ximénez            ,2008,18.3333333333,88
Pedro Ximénez            ,2009,12.0,84
Pedro Ximénez            ,2010,40.0,88
Pedro Ximénez            ,2013,40.0,88
Pedro Ximénez            ,2014,16.0,86
Pedro Ximénez            ,2015,12.0,85
Perricone                 ,2005,,83
Perricone                 ,2006,19.0,87
Perricone                 ,2008,35.0,89
Perricone                 ,2012,30.0,87
Perricone                 ,2013,18.0,88
Perricone                 ,2014,27.0,89
Petit Courbu              ,2006,19.0,88
Petit Manseng             ,2006,128.0,94
Petit Manseng             ,2008,35.0,90
Petit Manseng             ,2009,22.75,90
Petit Manseng             ,2010,37.0,91
Petit Manseng             ,2011,26.25,89
Petit Manseng             ,2012,29.5,92
Petit Manseng             ,2013,27.125,87
Petit Manseng             ,2014,27.875,88
Petit Manseng             ,2015,32.75,89
Petit Manseng             ,2016,21.6666666667,88
Petit Meslier             ,2005,,89
Petit Verdot              ,-1,22.0,85
Petit Verdot              ,1997,17.0,86
Petit Verdot              ,1999,30.0,88
Petit Verdot              ,2003,45.0,87
Petit Verdot              ,2004,83.5,88
Petit Verdot              ,2005,37.0,87
Petit Verdot              ,2006,32.75,86
Petit Verdot              ,2007,30.7,86
Petit Verdot              ,2008,41.8461538462,88
Petit Verdot              ,2009,43.9393939394,88
Petit Verdot              ,2010,40.6923076923,87
Petit Verdot              ,2011,37.0833333333,87
Petit Verdot              ,2012,39.5660377358,88
Petit Verdot              ,2013,38.86,88
Petit Verdot              ,2014,36.4705882353,89
Petit Verdot              ,2015,28.1428571429,87
Petite Sirah              ,-1,26.0,89
Petite Sirah              ,1998,24.0,88
Petite Sirah              ,1999,12.3333333333,84
Petite Sirah              ,2000,31.0,87
Petite Sirah              ,2001,25.0,86
Petite Sirah              ,2002,24.0,87
Petite Sirah              ,2004,27.7272727273,88
Petite Sirah              ,2005,31.1851851852,86
Petite Sirah              ,2006,28.25,86
Petite Sirah              ,2007,28.3064516129,86
Petite Sirah              ,2008,28.7142857143,86
Petite Sirah              ,2009,31.3376623377,86
Petite Sirah              ,2010,35.25,88
Petite Sirah              ,2011,30.0144927536,87
Petite Sirah              ,2012,33.0784313725,88
Petite Sirah              ,2013,33.4109589041,89
Petite Sirah              ,2014,32.5423728814,90
Petite Sirah              ,2015,26.7692307692,89
Petite Sirah              ,2016,24.0,87
Petite Verdot             ,2005,40.0,85
Petite Verdot             ,2006,30.6666666667,85
Petite Verdot             ,2007,47.2857142857,87
Petite Verdot             ,2008,76.6,92
Petite Verdot             ,2009,39.0,88
Petite Verdot             ,2010,28.0,90
Petite Verdot             ,2011,40.0,90
Petite Verdot             ,2012,39.3333333333,88
Petite Verdot             ,2013,32.0,89
Petite Verdot             ,2015,31.0,88
Picapoll                  ,2008,21.0,82
Picolit                   ,2003,,88
Picolit                   ,2004,71.3333333333,91
Picolit                   ,2005,55.5,91
Picolit                   ,2006,90.0,92
Picolit                   ,2007,66.6666666667,93
Picolit                   ,2008,80.5,89
Picolit                   ,2009,72.5,89
Picolit                   ,2011,45.0,93
Picpoul                   ,2010,20.0,85
Picpoul                   ,2011,10.6666666667,87
Picpoul                   ,2015,21.25,87
Picpoul                   ,2016,25.2,89
Piedirosso                ,-1,20.0,81
Piedirosso                ,2006,,85
Piedirosso                ,2007,,85
Piedirosso                ,2008,15.6666666667,85
Piedirosso                ,2009,12.0,86
Piedirosso                ,2012,22.0,87
Piedirosso                ,2013,32.5,88
Piedirosso                ,2015,22.5,87
Pigato                    ,2011,23.0,84
Pignoletto                ,2010,18.0,85
Pignoletto                ,2012,15.5,83
Pignoletto                ,2013,,87
Pignolo                   ,1999,70.0,92
Pinot Auxerrois           ,-1,19.5,85
Pinot Auxerrois           ,2008,22.0,89
Pinot Auxerrois           ,2011,18.0,85
Pinot Auxerrois           ,2012,,88
Pinot Auxerrois           ,2014,29.8,87
Pinot Auxerrois           ,2015,32.0,88
Pinot Bianco              ,2000,21.0,88
Pinot Bianco              ,2001,25.3333333333,88
Pinot Bianco              ,2002,19.5,87
Pinot Bianco              ,2004,165.0,92
Pinot Bianco              ,2005,28.0,91
Pinot Bianco              ,2006,34.2857142857,88
Pinot Bianco              ,2007,24.6666666667,87
Pinot Bianco              ,2008,24.3333333333,88
Pinot Bianco              ,2009,18.6666666667,88
Pinot Bianco              ,2010,19.8888888889,87
Pinot Bianco              ,2011,24.0588235294,88
Pinot Bianco              ,2012,22.3333333333,88
Pinot Bianco              ,2013,40.375,89
Pinot Bianco              ,2014,24.0769230769,88
Pinot Bianco              ,2015,23.875,90
Pinot Bianco              ,2016,13.0,90
Pinot Blanc               ,-1,37.5,87
Pinot Blanc               ,1998,17.6666666667,86
Pinot Blanc               ,1999,15.8,86
Pinot Blanc               ,2000,14.6666666667,87
Pinot Blanc               ,2001,17.0,87
Pinot Blanc               ,2006,18.4615384615,86
Pinot Blanc               ,2007,19.6,87
Pinot Blanc               ,2008,26.125,88
Pinot Blanc               ,2009,17.0833333333,86
Pinot Blanc               ,2010,19.92,87
Pinot Blanc               ,2011,21.4791666667,87
Pinot Blanc               ,2012,20.8333333333,87
Pinot Blanc               ,2013,21.7272727273,87
Pinot Blanc               ,2014,19.8591549296,88
Pinot Blanc               ,2015,20.0540540541,88
Pinot Blanc               ,2016,22.125,89
Pinot Blanc-Chardonnay    ,-1,25.0,87
Pinot Blanc-Chardonnay    ,2009,21.0,86
Pinot Blanc-Chardonnay    ,2010,23.0,90
Pinot Blanc-Pinot Noir    ,2016,16.0,85
Pinot Blanc-Viognier      ,2015,19.0,87
Pinot Grigio              ,-1,13.0769230769,84
Pinot Grigio              ,1999,10.0,86
Pinot Grigio              ,2000,12.3333333333,84
Pinot Grigio              ,2001,14.2285714286,85
Pinot Grigio              ,2002,13.2142857143,85
Pinot Grigio              ,2004,33.3333333333,90
Pinot Grigio              ,2005,20.5,87
Pinot Grigio              ,2006,17.2419354839,86
Pinot Grigio              ,2007,17.4520547945,85
Pinot Grigio              ,2008,15.6,85
Pinot Grigio              ,2009,16.8888888889,86
Pinot Grigio              ,2010,16.0754716981,86
Pinot Grigio              ,2011,15.1743119266,85
Pinot Grigio              ,2012,16.9651162791,86
Pinot Grigio              ,2013,16.3176470588,86
Pinot Grigio              ,2014,17.5214723926,86
Pinot Grigio              ,2015,18.2888888889,87
Pinot Grigio              ,2016,15.1875,86
Pinot Grigio-Sauvignon Bla,2014,35.0,87
Pinot Gris                ,-1,23.0,88
Pinot Gris                ,1852,17.5,86
Pinot Gris                ,1996,25.0,86
Pinot Gris                ,1998,9.0,84
Pinot Gris                ,1999,12.5,85
Pinot Gris                ,2000,16.8461538462,86
Pinot Gris                ,2001,16.2222222222,86
Pinot Gris                ,2002,18.0,87
Pinot Gris                ,2004,22.25,87
Pinot Gris                ,2005,36.4166666667,87
Pinot Gris                ,2006,18.4565217391,87
Pinot Gris                ,2007,28.3606557377,87
Pinot Gris                ,2008,21.2,87
Pinot Gris                ,2009,22.46875,88
Pinot Gris                ,2010,22.2413793103,88
Pinot Gris                ,2011,20.4,88
Pinot Gris                ,2012,25.0211267606,88
Pinot Gris                ,2013,24.8454545455,88
Pinot Gris                ,2014,22.7384615385,88
Pinot Gris                ,2015,23.9090909091,89
Pinot Gris                ,2016,19.0963855422,88
Pinot Gris-Gewürztraminer,2012,20.0,90
Pinot Meunier             ,-1,69.2,89
Pinot Meunier             ,2000,29.0,89
Pinot Meunier             ,2003,,93
Pinot Meunier             ,2005,35.0,84
Pinot Meunier             ,2006,60.0,87
Pinot Meunier             ,2007,27.0,84
Pinot Meunier             ,2009,49.75,90
Pinot Meunier             ,2010,36.75,89
Pinot Meunier             ,2011,27.0,87
Pinot Meunier             ,2012,32.6666666667,89
Pinot Meunier             ,2013,30.0,89
Pinot Meunier             ,2014,38.0,88
Pinot Meunier             ,2015,30.0,87
Pinot Nero                ,-1,33.0,88
Pinot Nero                ,2001,34.0,90
Pinot Nero                ,2002,45.0,90
Pinot Nero                ,2004,38.3333333333,89
Pinot Nero                ,2005,,93
Pinot Nero                ,2006,62.25,89
Pinot Nero                ,2007,47.6,89
Pinot Nero                ,2008,31.8181818182,88
Pinot Nero                ,2009,31.5,87
Pinot Nero                ,2010,36.6153846154,88
Pinot Nero                ,2011,42.9583333333,88
Pinot Nero                ,2012,32.6666666667,88
Pinot Nero                ,2013,28.2962962963,89
Pinot Nero                ,2014,33.0,88
Pinot Nero                ,2015,22.6666666667,89
Pinot Noir                ,-1,33.3823529412,87
Pinot Noir                ,1852,24.0,87
Pinot Noir                ,1996,41.5,87
Pinot Noir                ,1997,38.1818181818,88
Pinot Noir                ,1998,29.7669902913,88
Pinot Noir                ,1999,35.4814814815,88
Pinot Noir                ,2000,42.2586206897,87
Pinot Noir                ,2001,27.393442623,86
Pinot Noir                ,2002,64.0,88
Pinot Noir                ,2003,50.75,89
Pinot Noir                ,2004,55.9117647059,87
Pinot Noir                ,2005,59.295620438,89
Pinot Noir                ,2006,48.7169459963,88
Pinot Noir                ,2007,43.248496994,89
Pinot Noir                ,2008,47.5142405063,88
Pinot Noir                ,2009,47.4673202614,88
Pinot Noir                ,2010,47.094439541,88
Pinot Noir                ,2011,48.6270417423,88
Pinot Noir                ,2012,47.8388473853,89
Pinot Noir                ,2013,47.1117705242,90
Pinot Noir                ,2014,52.4646194927,90
Pinot Noir                ,2015,42.6570545829,89
Pinot Noir                ,2016,20.8396226415,87
Pinot Noir-Gamay          ,-1,22.0,85
Pinot Noir-Gamay          ,2012,23.0,88
Pinot Noir-Gamay          ,2013,16.0,85
Pinot Noir-Gamay          ,2014,15.4285714286,85
Pinot Noir-Gamay          ,2015,23.4,86
Pinot Noir-Gamay          ,2016,,84
Pinot Noir-Syrah          ,2012,12.0,83
Pinot Noir-Syrah          ,2013,52.0,90
Pinot-Chardonnay          ,-1,23.0,90
Pinot-Chardonnay          ,2011,40.0,89
Pinot-Chardonnay          ,2015,28.0,90
Pinot-Chardonnay          ,2016,28.0,89
Pinotage                  ,1996,16.0,83
Pinotage                  ,1998,19.0,85
Pinotage                  ,1999,10.0,86
Pinotage                  ,2000,20.0,82
Pinotage                  ,2005,20.1,86
Pinotage                  ,2006,20.1111111111,87
Pinotage                  ,2007,23.7272727273,88
Pinotage                  ,2008,21.3333333333,87
Pinotage                  ,2009,19.6153846154,86
Pinotage                  ,2010,20.5294117647,87
Pinotage                  ,2011,17.9333333333,86
Pinotage                  ,2012,22.1052631579,87
Pinotage                  ,2013,70.6363636364,88
Pinotage                  ,2014,16.5,87
Pinotage                  ,2015,,92
Pinotage-Merlot           ,2009,10.0,84
Piquepoul Blanc           ,2015,13.0,88
Plavac Mali               ,2006,50.6666666667,90
Plavac Mali               ,2007,45.0,89
Plavac Mali               ,2008,30.6666666667,86
Plavac Mali               ,2009,30.0,87
Plavac Mali               ,2010,23.5,87
Plyto                     ,2010,20.0,87
Plyto                     ,2014,19.0,87
Port                      ,-1,44.3692307692,88
Port                      ,1935,980.0,94
Port                      ,1941,770.0,93
Port                      ,1952,457.0,95
Port                      ,1957,375.0,95
Port                      ,1961,320.0,95
Port                      ,1963,552.3333333333,92
Port                      ,1964,356.5,93
Port                      ,1965,240.0,94
Port                      ,1966,220.0,95
Port                      ,1967,300.0,94
Port                      ,1968,300.0,95
Port                      ,1974,175.0,93
Port                      ,1978,100.0,94
Port                      ,1983,45.0,92
Port                      ,1984,87.0,94
Port                      ,1986,80.0,94
Port                      ,1989,47.0,93
Port                      ,1992,65.0,92
Port                      ,1994,20.0,90
Port                      ,1995,22.0,83
Port                      ,1996,52.0,91
Port                      ,1997,49.8,89
Port                      ,1998,41.75,90
Port                      ,1999,35.0,91
Port                      ,2000,44.1666666667,90
Port                      ,2001,171.0,91
Port                      ,2002,30.0,85
Port                      ,2003,42.6923076923,89
Port                      ,2004,36.0,89
Port                      ,2005,50.2352941176,89
Port                      ,2006,46.0,88
Port                      ,2007,53.8571428571,90
Port                      ,2008,56.5909090909,89
Port                      ,2009,48.0,90
Port                      ,2010,45.9615384615,89
Port                      ,2011,97.21875,92
Port                      ,2012,44.4736842105,90
Port                      ,2013,59.0,90
Port                      ,2014,64.2,90
Port                      ,2015,65.4230769231,91
Portuguese Red            ,-1,12.25,85
Portuguese Red            ,1912,,90
Portuguese Red            ,1996,14.0,86
Portuguese Red            ,2000,49.0,87
Portuguese Red            ,2002,22.0,89
Portuguese Red            ,2003,21.8571428571,88
Portuguese Red            ,2004,34.6285714286,89
Portuguese Red            ,2005,24.8431372549,88
Portuguese Red            ,2006,24.0277777778,88
Portuguese Red            ,2007,35.1184210526,89
Portuguese Red            ,2008,30.3953488372,89
Portuguese Red            ,2009,27.156462585,89
Portuguese Red            ,2010,24.3351351351,88
Portuguese Red            ,2011,29.3712121212,89
Portuguese Red            ,2012,27.8541666667,89
Portuguese Red            ,2013,24.9848942598,88
Portuguese Red            ,2014,20.9305555556,88
Portuguese Red            ,2015,15.2695652174,87
Portuguese Red            ,2016,13.1836734694,86
Portuguese Rosé          ,2008,7.0,84
Portuguese Rosé          ,2011,,83
Portuguese Rosé          ,2012,11.6,83
Portuguese Rosé          ,2013,18.0,86
Portuguese Rosé          ,2014,12.0,84
Portuguese Rosé          ,2015,37.5,87
Portuguese Sparkling      ,-1,13.2173913043,85
Portuguese Sparkling      ,1999,18.0,85
Portuguese Sparkling      ,2002,15.0,84
Portuguese Sparkling      ,2004,,88
Portuguese Sparkling      ,2005,,85
Portuguese Sparkling      ,2007,22.0,90
Portuguese Sparkling      ,2008,20.0,85
Portuguese Sparkling      ,2009,22.2,87
Portuguese Sparkling      ,2010,27.5,85
Portuguese Sparkling      ,2011,26.25,87
Portuguese Sparkling      ,2012,20.75,87
Portuguese Sparkling      ,2013,16.4,86
Portuguese Sparkling      ,2015,16.0,85
Portuguese White          ,-1,16.2857142857,85
Portuguese White          ,1912,,89
Portuguese White          ,2005,32.0,89
Portuguese White          ,2006,12.5263157895,86
Portuguese White          ,2007,14.4666666667,86
Portuguese White          ,2008,14.9259259259,86
Portuguese White          ,2009,22.1463414634,88
Portuguese White          ,2010,15.4615384615,86
Portuguese White          ,2011,13.0638297872,86
Portuguese White          ,2012,15.6728971963,87
Portuguese White          ,2013,16.6575342466,87
Portuguese White          ,2014,15.5454545455,86
Portuguese White          ,2015,14.5096153846,86
Portuguese White          ,2016,13.9602649007,86
Portuguiser               ,2014,15.0,86
Posip                     ,2008,24.0,88
Posip                     ,2009,24.0,87
Posip                     ,2010,28.0,89
Posip                     ,2011,25.0,86
Posip                     ,2012,23.5,88
Posip                     ,2015,25.0,88
Poulsard                  ,2011,25.0,85
Poulsard                  ,2012,28.0,88
Poulsard                  ,2016,25.0,89
Premsal                   ,2012,15.0,83
Prieto Picudo             ,2004,32.0,86
Prieto Picudo             ,2006,24.0,85
Prieto Picudo             ,2007,54.3333333333,86
Prieto Picudo             ,2008,20.5,87
Prieto Picudo             ,2009,37.0,83
Prieto Picudo             ,2010,32.0,86
Prieto Picudo             ,2011,33.5,85
Primitivo                 ,1998,5.0,83
Primitivo                 ,2003,30.0,86
Primitivo                 ,2004,27.0,86
Primitivo                 ,2005,17.4545454545,84
Primitivo                 ,2006,22.5333333333,85
Primitivo                 ,2007,21.1818181818,87
Primitivo                 ,2008,35.6,85
Primitivo                 ,2009,24.5263157895,86
Primitivo                 ,2010,24.0476190476,86
Primitivo                 ,2011,24.1666666667,87
Primitivo                 ,2012,26.7441860465,87
Primitivo                 ,2013,26.3333333333,88
Primitivo                 ,2014,32.2857142857,88
Primitivo                 ,2015,31.0,90
Primitivo                 ,2016,23.0,86
Prié Blanc               ,2008,,89
Prié Blanc               ,2011,28.0,87
Prié Blanc               ,2013,21.6666666667,88
Prosecco                  ,-1,18.5089820359,86
Prosecco                  ,2005,37.0,87
Prosecco                  ,2006,24.7142857143,88
Prosecco                  ,2007,21.7857142857,86
Prosecco                  ,2008,23.3636363636,86
Prosecco                  ,2009,28.0,82
Provence red blend        ,2009,33.0,91
Provence red blend        ,2010,30.4,92
Provence red blend        ,2011,25.0,90
Provence red blend        ,2012,36.0,90
Provence red blend        ,2013,30.7037037037,89
Provence red blend        ,2014,27.2727272727,89
Provence red blend        ,2015,26.375,90
Provence white blend      ,2012,18.3333333333,88
Provence white blend      ,2013,19.0,87
Provence white blend      ,2014,24.3,88
Provence white blend      ,2015,27.7,88
Provence white blend      ,2016,22.3333333333,87
Prugnolo Gentile          ,1995,210.0,100
Prugnolo Gentile          ,1997,237.0,99
Prugnolo Gentile          ,2001,75.0,92
Prugnolo Gentile          ,2003,54.0,87
Prugnolo Gentile          ,2004,40.0,88
Prugnolo Gentile          ,2005,36.4444444444,87
Prugnolo Gentile          ,2006,36.1666666667,89
Prugnolo Gentile          ,2007,20.0,87
Prugnolo Gentile          ,2008,25.75,87
Prugnolo Gentile          ,2009,22.0,87
Prugnolo Gentile          ,2011,13.0,85
Prunelard                 ,2015,23.0,91
Pugnitello                ,2007,49.0,87
Pugnitello                ,2008,49.0,89
Pugnitello                ,2010,49.0,87
Rabigato                  ,2011,50.0,89
Rabigato                  ,2014,18.0,89
Raboso                    ,-1,13.6666666667,83
