variety,year,price,points
Cannonau                  ,2009,26.6666666667,87
Cannonau                  ,2010,30.75,87
Cannonau                  ,2011,30.3333333333,88
Cannonau                  ,2012,21.6,87
Cannonau                  ,2013,18.1666666667,89
Cannonau                  ,2014,24.0,89
Caprettone                ,2012,19.0,92
Carcajolu                 ,2015,21.0,88
Carignan                  ,2005,52.5,91
Carignan                  ,2006,29.0,89
Carignan                  ,2007,19.3333333333,87
Carignan                  ,2008,21.8,87
Carignan                  ,2009,26.75,88
Carignan                  ,2010,28.3333333333,88
Carignan                  ,2011,32.2857142857,87
Carignan                  ,2012,103.0,88
Carignan                  ,2013,38.0,88
Carignan                  ,2014,64.0714285714,90
Carignan                  ,2015,19.5,90
Carignan-Grenache         ,2009,20.0,85
Carignan-Grenache         ,2010,32.5,90
Carignan-Grenache         ,2012,17.0,90
Carignan-Grenache         ,2013,33.5,89
Carignan-Grenache         ,2014,30.0,89
Carignan-Syrah            ,2012,80.0,92
Carignan-Syrah            ,2014,17.0,89
Carignane                 ,1999,20.0,86
Carignane                 ,2005,20.0,85
Carignane                 ,2008,22.0,87
Carignane                 ,2009,32.0,88
Carignane                 ,2010,19.0,85
Carignane                 ,2011,28.3333333333,88
Carignane                 ,2012,26.5,88
Carignane                 ,2013,28.875,90
Carignane                 ,2014,29.6,89
Carignane                 ,2015,28.0,90
Carignano                 ,2000,22.0,89
Carignano                 ,2003,85.0,91
Carignano                 ,2007,47.6666666667,90
Carignano                 ,2008,58.0,88
Carignano                 ,2010,15.0,92
Carignano                 ,2011,36.0,90
Carignano                 ,2012,21.0,90
Carignano                 ,2013,21.0,90
Carineña                 ,2004,45.0,87
Carineña                 ,2013,21.5,86
Carineña                 ,2015,11.5,85
Cariñena-Garnacha        ,2013,31.0,89
Cariñena-Garnacha        ,2014,31.0,90
Carmenère                ,-1,30.0,87
Carmenère                ,1998,12.0,84
Carmenère                ,1999,11.0,88
Carmenère                ,2000,15.75,86
Carmenère                ,2001,9.75,85
Carmenère                ,2002,9.0,84
Carmenère                ,2003,74.0,92
Carmenère                ,2005,24.1666666667,87
Carmenère                ,2006,15.8333333333,86
Carmenère                ,2007,18.925,86
Carmenère                ,2008,23.1777777778,86
Carmenère                ,2009,22.2545454545,86
Carmenère                ,2010,20.3164556962,86
Carmenère                ,2011,22.4603174603,86
Carmenère                ,2012,25.0,87
Carmenère                ,2013,23.7419354839,86
Carmenère                ,2014,18.4181818182,86
Carmenère                ,2015,19.3333333333,86
Carmenère                ,2016,9.3333333333,85
Carmenère-Cabernet Sauvig,2006,,83
Carmenère-Cabernet Sauvig,2007,20.0,88
Carmenère-Cabernet Sauvig,2009,15.0,89
Carmenère-Cabernet Sauvig,2010,50.0,92
Carmenère-Cabernet Sauvig,2011,13.0,87
Carmenère-Cabernet Sauvig,2013,66.0,92
Carmenère-Syrah          ,2007,11.0,85
Carmenère-Syrah          ,2008,37.0,91
Carmenère-Syrah          ,2010,12.0,84
Carmenère-Syrah          ,2012,37.0,90
Carmenère-Syrah          ,2013,15.0,83
Carmenère-Syrah          ,2015,12.0,87
Carricante                ,-1,38.0,89
Carricante                ,1994,195.0,92
Carricante                ,2005,32.5,88
Carricante                ,2006,75.0,93
Carricante                ,2007,32.6666666667,89
Carricante                ,2008,48.0,90
Carricante                ,2009,45.0,91
Carricante                ,2010,36.5,91
Carricante                ,2011,30.6666666667,90
Carricante                ,2012,42.5,90
Carricante                ,2013,28.6,89
Carricante                ,2014,34.0,88
Carricante                ,2015,29.1428571429,90
Casavecchia               ,2006,26.0,85
Casavecchia               ,2007,58.0,90
Casavecchia               ,2011,45.0,85
Castelão                 ,-1,7.0,83
Castelão                 ,2000,10.0,86
Castelão                 ,2002,10.0,85
Castelão                 ,2007,8.0,84
Castelão                 ,2008,8.0,85
Castelão                 ,2009,42.5,89
Castelão                 ,2010,22.0,88
Castelão                 ,2011,13.8,88
Castelão                 ,2012,14.6666666667,88
Castelão                 ,2013,17.4,88
Castelão                 ,2014,13.0,86
Castelão                 ,2016,30.0,86
Catalanesca               ,2012,19.0,89
Catarratto                ,-1,12.0,87
Catarratto                ,2007,12.0,84
Catarratto                ,2008,18.0,87
Catarratto                ,2009,17.0,87
Catarratto                ,2010,17.6,86
Catarratto                ,2011,16.0,86
Catarratto                ,2012,74.0,87
Catarratto                ,2013,16.25,86
Catarratto                ,2015,23.1428571429,87
Cayuga                    ,2011,19.0,84
Cayuga                    ,2013,13.0,85
Centesimino               ,2015,36.0,92
Cerceal                   ,2009,50.0,89
Cerceal                   ,2011,54.0,89
Cerceal                   ,2015,30.0,91
Cercial                   ,2014,50.0,88
Cesanese                  ,2012,20.0,90
Cesanese d'Affile         ,2009,30.3333333333,89
Cesanese d'Affile         ,2010,17.0,87
Cesanese d'Affile         ,2011,18.0,86
Chambourcin               ,-1,11.0,86
Chambourcin               ,2005,25.0,83
Chambourcin               ,2007,12.5,82
Chambourcin               ,2008,14.0,80
Chambourcin               ,2009,10.0,85
Chambourcin               ,2010,21.25,84
Chambourcin               ,2011,17.0,83
Chambourcin               ,2013,26.5,86
Chambourcin               ,2014,16.0,82
Champagne Blend           ,-1,55.6973180077,88
Champagne Blend           ,1988,131.6666666667,89
Champagne Blend           ,1989,66.6666666667,86
Champagne Blend           ,1990,170.25,90
Champagne Blend           ,1991,64.0,88
Champagne Blend           ,1992,55.25,91
Champagne Blend           ,1993,44.5,89
Champagne Blend           ,1994,62.25,88
Champagne Blend           ,1995,58.5217391304,90
Champagne Blend           ,1996,62.1538461538,89
Champagne Blend           ,1997,44.7142857143,88
Champagne Blend           ,1998,206.4285714286,92
Champagne Blend           ,1999,116.9230769231,91
Champagne Blend           ,2000,103.380952381,91
Champagne Blend           ,2001,74.5,90
Champagne Blend           ,2002,125.4285714286,92
Champagne Blend           ,2003,89.1818181818,91
Champagne Blend           ,2004,110.1612903226,92
Champagne Blend           ,2005,104.4324324324,91
Champagne Blend           ,2006,118.6875,92
Champagne Blend           ,2007,111.2857142857,92
Champagne Blend           ,2008,102.0408163265,92
Champagne Blend           ,2009,104.3125,91
Champagne Blend           ,2010,57.6666666667,90
Champagne Blend           ,2011,57.4444444444,91
Champagne Blend           ,2012,59.0,92
Champagne Blend           ,2013,32.0,92
Champagne Blend           ,2014,31.0,87
Champagne Blend           ,2015,23.6666666667,86
Chancellor                ,2006,20.0,81
Chancellor                ,2007,12.0,80
Charbono                  ,2007,33.6666666667,87
Charbono                  ,2008,31.25,86
Charbono                  ,2010,36.6666666667,87
Charbono                  ,2011,32.0,89
Charbono                  ,2012,39.2,90
Charbono                  ,2014,34.5,90
Charbono                  ,2015,29.6666666667,88
Chardonel                 ,2010,11.0,83
Chardonnay                ,-1,49.7294117647,89
Chardonnay                ,1848,25.0,88
Chardonnay                ,1852,16.8333333333,87
Chardonnay                ,1985,216.0,96
Chardonnay                ,1988,200.0,93
Chardonnay                ,1994,13.0,82
Chardonnay                ,1995,,91
Chardonnay                ,1996,210.0,93
Chardonnay                ,1997,33.5,89
Chardonnay                ,1998,29.6730769231,87
Chardonnay                ,1999,24.2346938776,86
Chardonnay                ,2000,28.6666666667,87
Chardonnay                ,2001,18.7627118644,86
Chardonnay                ,2002,57.7173913043,87
Chardonnay                ,2003,57.6,89
Chardonnay                ,2004,66.6274509804,89
Chardonnay                ,2005,38.2288557214,88
Chardonnay                ,2006,36.236294896,87
Chardonnay                ,2007,31.1043841336,87
Chardonnay                ,2008,33.2288,87
Chardonnay                ,2009,34.068627451,87
Chardonnay                ,2010,33.4941176471,87
Chardonnay                ,2011,32.7827027027,87
Chardonnay                ,2012,33.0666666667,88
Chardonnay                ,2013,36.2402684564,88
Chardonnay                ,2014,38.0946643718,89
Chardonnay                ,2015,32.0178571429,88
Chardonnay                ,2016,18.489626556,87
Chardonnay                ,2017,13.3333333333,85
Chardonnay Weissburgunder ,2005,58.0,94
Chardonnay Weissburgunder ,2008,25.0,90
Chardonnay-Albariño      ,2010,28.0,91
Chardonnay-Albariño      ,2012,34.0,92
Chardonnay-Pinot Blanc    ,2005,36.3333333333,88
Chardonnay-Pinot Blanc    ,2010,36.0,90
Chardonnay-Pinot Blanc    ,2013,26.0,88
Chardonnay-Pinot Gris     ,2014,17.0,85
Chardonnay-Riesling       ,2015,24.0,87
Chardonnay-Sauvignon      ,2007,15.0,87
Chardonnay-Sauvignon      ,2009,14.0,84
Chardonnay-Sauvignon      ,2010,13.5,85
Chardonnay-Sauvignon      ,2012,13.0,88
Chardonnay-Sauvignon Blanc,2014,16.0,88
Chardonnay-Sauvignon Blanc,2015,12.0,87
Chardonnay-Sauvignon Blanc,2016,12.0,88
Chardonnay-Semillon       ,2006,16.0,86
Chardonnay-Semillon       ,2010,16.0,86
Chardonnay-Semillon       ,2012,21.0,87
Chardonnay-Viognier       ,-1,27.5,85
Chardonnay-Viognier       ,2006,20.0,86
Chardonnay-Viognier       ,2007,16.0,84
Chardonnay-Viognier       ,2008,15.25,86
Chardonnay-Viognier       ,2009,14.5,84
Chardonnay-Viognier       ,2010,16.2,85
Chardonnay-Viognier       ,2011,15.0,85
Chardonnay-Viognier       ,2012,27.5,86
Chardonnay-Viognier       ,2013,14.0,83
Chardonnay-Viognier       ,2014,21.0,87
Chardonnay-Viognier       ,2015,10.5,85
Chardonnay-Viognier       ,2016,12.6666666667,86
Chasselas                 ,2010,,89
Chasselas                 ,2012,23.0,88
Chasselas                 ,2013,20.0,90
Chasselas                 ,2014,20.5,89
Chasselas                 ,2015,22.0,89
Chelois                   ,2012,20.0,83
Chelois                   ,2014,25.0,87
Chenin Blanc              ,-1,19.6666666667,87
Chenin Blanc              ,1982,64.0,95
Chenin Blanc              ,1995,103.0,89
Chenin Blanc              ,1996,35.0,92
Chenin Blanc              ,1998,7.5,84
Chenin Blanc              ,1999,13.0,88
Chenin Blanc              ,2000,12.0,86
Chenin Blanc              ,2001,6.0,86
Chenin Blanc              ,2002,20.0,89
Chenin Blanc              ,2003,,93
Chenin Blanc              ,2004,37.0,90
Chenin Blanc              ,2005,37.8333333333,89
Chenin Blanc              ,2006,20.8181818182,88
Chenin Blanc              ,2007,14.6363636364,87
Chenin Blanc              ,2008,23.9523809524,89
Chenin Blanc              ,2009,31.5609756098,89
Chenin Blanc              ,2010,23.1176470588,89
Chenin Blanc              ,2011,23.4931506849,88
Chenin Blanc              ,2012,22.0,88
Chenin Blanc              ,2013,22.4423076923,88
Chenin Blanc              ,2014,24.6162790698,88
Chenin Blanc              ,2015,20.7878787879,88
Chenin Blanc              ,2016,19.4242424242,88
Chenin Blanc-Chardonnay   ,-1,18.5454545455,88
Chenin Blanc-Chardonnay   ,2004,22.0,88
Chenin Blanc-Chardonnay   ,2006,18.0,87
Chenin Blanc-Chardonnay   ,2007,12.0,88
Chenin Blanc-Chardonnay   ,2008,12.0,89
Chenin Blanc-Chardonnay   ,2009,15.0,88
Chenin Blanc-Chardonnay   ,2010,15.0,91
Chenin Blanc-Chardonnay   ,2011,9.0,85
Chenin Blanc-Chardonnay   ,2012,15.0,89
Chenin Blanc-Chardonnay   ,2013,,84
Chenin Blanc-Chardonnay   ,2014,12.5,87
Chenin Blanc-Chardonnay   ,2015,12.0,87
Chenin Blanc-Chardonnay   ,2016,13.0,86
Chenin Blanc-Sauvignon Bla,2008,10.0,84
Chenin Blanc-Sauvignon Bla,2010,9.5,85
Chenin Blanc-Sauvignon Bla,2011,14.0,86
Chenin Blanc-Sauvignon Bla,2013,10.0,85
Chenin Blanc-Viognier     ,2009,12.0,89
Chenin Blanc-Viognier     ,2010,24.5,88
Chenin Blanc-Viognier     ,2011,13.5,85
Chenin Blanc-Viognier     ,2012,14.0,86
Chenin Blanc-Viognier     ,2014,16.0,90
Chenin Blanc-Viognier     ,2016,16.0,88
Chinuri                   ,2010,18.0,87
Chinuri                   ,2014,30.0,87
Chinuri                   ,2015,28.0,84
Ciliegiolo                ,2008,28.0,86
Ciliegiolo                ,2010,32.0,88
Ciliegiolo                ,2012,32.0,89
Cinsault                  ,2005,27.0,87
Cinsault                  ,2006,22.0,88
Cinsault                  ,2007,10.0,86
Cinsault                  ,2008,10.0,85
Cinsault                  ,2010,22.5,89
Cinsault                  ,2011,25.0,87
Cinsault                  ,2012,30.2222222222,89
Cinsault                  ,2013,27.0,90
Cinsault                  ,2014,28.1111111111,88
Cinsault                  ,2015,33.5,90
Cinsault                  ,2016,20.0,88
Clairette                 ,2008,12.0,88
Clairette                 ,2015,,90
Clairette                 ,2016,30.0,89
Claret                    ,2006,31.0,86
Claret                    ,2007,47.5,86
Claret                    ,2008,58.3333333333,89
Claret                    ,2009,130.0,92
Claret                    ,2010,64.0,87
Claret                    ,2011,50.6,87
Claret                    ,2012,44.8333333333,89
Claret                    ,2013,46.1428571429,88
Claret                    ,2014,29.0,90
Cococciola                ,2011,20.0,86
Coda di Volpe             ,-1,20.0,84
Coda di Volpe             ,2005,14.0,85
Coda di Volpe             ,2006,,85
Coda di Volpe             ,2007,16.0,84
Coda di Volpe             ,2008,15.0,82
Coda di Volpe             ,2009,15.0,85
Coda di Volpe             ,2010,28.0,84
Coda di Volpe             ,2012,22.4,87
Coda di Volpe             ,2014,22.0,85
Colombard                 ,2007,12.0,85
Colombard                 ,2008,10.5,85
Colombard                 ,2009,18.0,87
Colombard                 ,2010,22.6666666667,86
Colombard                 ,2011,13.5,87
Colombard                 ,2013,18.4,87
Colombard                 ,2014,12.25,86
Colombard                 ,2015,18.25,88
Colombard                 ,2016,20.0,90
Colombard-Sauvignon Blanc ,2007,9.0,84
Colombard-Sauvignon Blanc ,2009,11.0,86
Colombard-Sauvignon Blanc ,2010,,84
Colombard-Sauvignon Blanc ,2011,13.0,84
Colombard-Sauvignon Blanc ,2012,9.0,86
Colombard-Sauvignon Blanc ,2013,10.6666666667,86
Colombard-Sauvignon Blanc ,2014,12.6666666667,85
Colombard-Sauvignon Blanc ,2015,10.5,85
Colombard-Sauvignon Blanc ,2016,10.6666666667,85
Colombard-Ugni Blanc      ,2012,13.0,86
Colombard-Ugni Blanc      ,2014,10.3333333333,85
Colombard-Ugni Blanc      ,2015,9.0,85
Colombard-Ugni Blanc      ,2016,9.6666666667,84
Colorino                  ,2013,40.0,86
Cortese                   ,1999,16.0,86
Cortese                   ,2004,46.0,85
Cortese                   ,2005,14.0,86
Cortese                   ,2006,23.5,84
Cortese                   ,2007,23.3333333333,86
Cortese                   ,2008,16.0,85
Cortese                   ,2009,23.5,86
Cortese                   ,2010,23.4,86
Cortese                   ,2011,18.0,87
Cortese                   ,2012,21.5,87
Cortese                   ,2013,33.3333333333,87
Cortese                   ,2014,19.625,85
Cortese                   ,2015,18.8888888889,87
Corvina                   ,1995,25.0,87
Corvina                   ,2004,90.0,93
Corvina                   ,2005,32.0,87
Corvina                   ,2006,35.25,87
Corvina                   ,2007,15.0,87
Corvina                   ,2008,43.0,89
Corvina                   ,2009,74.5,90
Corvina                   ,2010,10.0,86
Corvina                   ,2011,52.3333333333,88
Corvina                   ,2012,57.0,91
Corvina, Rondinella, Molin,1995,220.0,94
Corvina, Rondinella, Molin,1997,50.0,91
Corvina, Rondinella, Molin,1998,90.0,93
Corvina, Rondinella, Molin,1999,55.0,92
Corvina, Rondinella, Molin,2000,83.25,91
Corvina, Rondinella, Molin,2001,101.0,90
Corvina, Rondinella, Molin,2002,70.0,88
Corvina, Rondinella, Molin,2003,85.28,89
Corvina, Rondinella, Molin,2004,76.7179487179,89
Corvina, Rondinella, Molin,2005,56.4285714286,88
Corvina, Rondinella, Molin,2006,70.9622641509,88
Corvina, Rondinella, Molin,2007,45.6224489796,88
Corvina, Rondinella, Molin,2008,39.0795454545,88
Corvina, Rondinella, Molin,2009,24.904109589,87
Corvina, Rondinella, Molin,2010,19.2222222222,86
Corvina, Rondinella, Molin,2011,16.1111111111,85
Counoise                  ,2005,29.0,88
Counoise                  ,2006,28.0,87
Counoise                  ,2007,26.0,87
Counoise                  ,2010,32.0,87
Counoise                  ,2012,36.0,90
Counoise                  ,2013,35.0,90
Counoise                  ,2014,32.0,89
Counoise                  ,2015,27.0,91
Códega do Larinho        ,2013,18.0,87
Códega do Larinho        ,2014,18.0,88
Códega do Larinho        ,2015,18.0,88
Códega do Larinho        ,2016,18.0,88
Dafni                     ,2010,20.0,85
Debit                     ,-1,130.0,89
Debit                     ,2010,35.0,89
Diamond                   ,2016,10.0,86
Dolcetto                  ,2000,18.0,88
Dolcetto                  ,2003,10.0,88
Dolcetto                  ,2004,19.6,84
Dolcetto                  ,2005,23.1111111111,85
Dolcetto                  ,2006,19.1111111111,84
Dolcetto                  ,2007,19.8235294118,85
Dolcetto                  ,2008,23.3636363636,86
